ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3247127,assai（義）,很；相當的,,很；特别,2017-08-08
3247128,Atempause（德）,呼吸間歇；呼吸記號；分句號,,呼吸间隙,2017-08-08
3247129,atonal,無調性,,无调性,2017-08-08
3247130,attacca（義）,緊接下一段,,紧接,2017-08-08
3247131,attacco,短主題（複格）,,短主题,2017-08-08
3247132,aubade（法）,晨歌,,晨曲,2017-08-08
3247133,Aufführung（德）,演奏（唱）；演出,,表演,2017-08-08
3247134,Auflage（德）,版本,,版本,2017-08-08
3247135,Aufstrich（德）,上弓,,上弓,2017-08-08
3247136,augmentation and diminution,增值與減值,,增值与减值,2017-08-08
3247137,augmented intervals,增音程,,增音程,2017-08-08
3247138,augmented triad,增三和弦（絃）,,增三和弦,2017-08-08
3247139,aulos,奧洛斯管,,阿夫洛斯管,2017-08-08
3247140,Ausfüllgeiger（德）,總奏的小提琴手,,补充提琴手,2017-08-08
3247141,ausgehalten（德）,保持,,保持；持续,2017-08-08
3247142,aushalten,保持,,保持；持续,2017-08-08
3247143,authentic modes,正格調式,,正调式,2017-08-08
3247144,auxiliary note,助音,,助音,2017-08-08
3247145,avant-garde（法）,前衛,,先锋派,2017-08-08
3247146,ayre,歌；歌曲；曲調,,埃尔曲,2017-08-08
3247147,bacchanale（法）,酒神祭舞,,饮酒歌,2017-08-08
3247148,bacchetta di（義）,軟頭鼓錘,,软头鼓槌,2017-08-08
3247149,bacchetta（義）,鼓槌；指揮棒；木棒；琴棒,,鼓槌；指挥棒,2017-08-08
3247150,Bach bow,巴赫弓,,巴赫弓,2017-08-08
3247151,Bach Gesellschaft（德）,巴赫協會,,巴赫协会,2017-08-08
3247152,Bach trumpet,巴赫小號,,巴赫小号,2017-08-08
3247153,back,背板,,背板,2017-08-08
3247154,badinage,詼諧風舞曲,,嬉戏曲,2017-08-08
3247155,badinerie（法）,詼諧風舞曲,,嬉戏曲,2017-08-08
3247156,"bagatelle（法, 德）",小品小曲,,小品曲,2017-08-08
3247157,ballabile（義）,舞曲風格的,,舞曲风格的,2017-08-08
3247158,ballad,敘事曲,,叙事歌,2017-08-08
3247159,ballad horn,巴拉德號,,巴拉德号,2017-08-08
3247160,ballad opera,敘事歌劇,,叙事歌剧,2017-08-08
3247161,ballata（義）,巴拉塔,,巴拉塔,2017-08-08
3247162,ballerina,女舞者,,女芭蕾舞演员,2017-08-08
3247163,ballerino（義）,女舞者,,女芭蕾舞演员,2017-08-08
3247164,ballet,芭蕾；舞劇；舞蹈,,芭蕾；舞剧,2017-08-08
3247165,ballet de cour（法）,宮廷芭蕾,,宫廷芭蕾,2017-08-08
3247166,ballett,芭蕾；舞劇；舞蹈,,芭蕾歌,2017-08-08
3247167,bamboo pipe,竹笛,,竹管竖笛,2017-08-08
3247168,bamboula,班博拉鼓,,班博拉,2017-08-08
3247169,band,樂隊,,乐队,2017-08-08
3247170,bandora,班多拉琴,,班多拉,2017-08-08
3247171,bandurria,班杜里亚,,班杜里亚,2017-08-08
3247172,banjo,班究琴,,班卓,2017-08-08
3247173,banjolin,班究林（小班究琴）,,班卓林,2017-08-08
3247174,bar,小節線,,小节；小节线,2017-08-08
3247175,barcarolle（法）,船歌,,船歌,2017-08-08
3247176,bariolage（法）,交替奏法,,色彩奏法,2017-08-08
3247177,baritone,男中音；上低音；細管上低音號,,男中音,2017-08-08
3247178,barline,小節線,,小节；小节线,2017-08-08
3247179,Baroque（法）,巴洛克,,巴罗克,2017-08-08
3247180,barré（法）,複弦（絃）按法（吉他）,,横按,2017-08-08
3247181,baryton,巴里東琴,,上低音维奥尔琴,2017-08-08
3247182,basques,巴斯克舞曲,,巴斯克舞曲,2017-08-08
3247183,bass,男低音；低音；低音號；貝斯（通俗音樂用法）；低音單簧管,,男低音；低音声部,2017-08-08
3247184,bass clarinet,低音單簧管,,低音单簧管,2017-08-08
3247185,bass clef,低音譜表,,低音谱号,2017-08-08
3247186,bass drum,大鼓,,大鼓,2017-08-08
3247187,bass flute,低音長笛,,低音长笛,2017-08-08
3247188,bass horn,英國蛇號；英國蛇號音栓,,大管号,2017-08-08
3247189,bass oboe,低音雙簧管,,上低音双簧管,2017-08-08
3247190,bass saxhorn,低音薩氏號,,低音萨克斯号,2017-08-08
3247191,bass staff,低音譜表,,低音谱表,2017-08-08
3247192,bass trombone,低音長號,,低音长号,2017-08-08
3247193,bass trumpet,低音小號,,低音小号,2017-08-08
3247194,bass tuba,低音號音栓（管風琴）,,低音大号,2017-08-08
3247195,bass viol,低音維奧爾琴,,低音维奥尔琴,2017-08-08
3247196,bass-bar,低音樑,,低音梁,2017-08-08
3247197,bass-baritone,低男中音,,低音男中音,2017-08-08
3247198,Bass-Saite（德）,低音絃（弦）,,低音弦,2017-08-08
3247199,bassanello,巴沙內羅管,,巴萨内洛管,2017-08-08
3247200,basset horn,巴塞管,,巴赛特单簧管,2017-08-08
3247201,bassett nicolo,巴塞特尼科洛管,,巴赛特尼科洛管,2017-08-08
3247202,Bassettflöte（德）,巴塞特笛,,巴赛特竖笛,2017-08-08
3247203,bassflicorno,低音富魯格號,,低音夫吕号,2017-08-08
3247204,basso continuo（義）,持續低音；數字低音,,通奏低音；数字低音,2017-08-08
3247205,basso ostinato（義）,反復低音；反復低音變奏曲,,固定低音,2017-08-08
3247206,basso profondo,深沉男低音,,深沉男低音,2017-08-08
3247207,basson（法）,低音管；低音管音栓,,大管,2017-08-08
3247208,bassoon（義）,低音管；低音管音栓,,大管,2017-08-08
3247209,basso（義）,男低音；低的；低音；低音號；貝斯（通俗音樂用法）,,男低音,2017-08-08
3247210,baton（法）,指揮棒；劇場用釣桿,,指挥棒,2017-08-08
3247211,Bauernlied（德）,農民歌,,农家歌,2017-08-08
3247212,be-bop,嗶博樂,,博普爵士乐,2017-08-08
3247213,beat,拍；拍子,,拍,2017-08-08
3247214,bebung（德）,抖音,,震颤的,2017-08-08
3247215,becco（義）,吹口,,吹嘴,2017-08-08
3247216,bec（法）,吹口,,吹嘴,2017-08-08
3247217,beklemmt,恐懼的；憂慮的,,压抑的；心情沉重的,2017-08-08
3247218,beklommen（德）,恐懼的；憂慮的,,压抑的；心情沉重的,2017-08-08
3247219,bel canto（義）,美聲唱法,,美声唱法,2017-08-08
3247220,bell,鐘；鐘形口（管樂器）,,钟；铃,2017-08-08
3247221,bell lyra,軍樂鐵琴,,里拉形钟琴,2017-08-08
3247222,belly,腹板（弦樂器）,,面板,2017-08-08
3247223,berceuse,搖籃曲,,摇篮曲,2017-08-08
3247224,bergamasca（義）,貝爾加馬斯卡舞曲；貝爾加馬音型,,贝加莫舞曲；贝加莫音型,2017-08-08
3247225,bergamasque（法）,貝爾加馬斯卡舞曲；貝爾加馬音型,,贝加莫舞曲；贝加莫音型,2017-08-08
3247226,bergerette,法國牧歌,,牧人曲,2017-08-08
3247227,bergomask,貝爾加馬斯卡舞曲；貝爾加馬音型,,贝加莫舞曲；贝加莫音型,2017-08-08
3247228,Bersag horn,單鍵步號,,单键步号,2017-08-08
3247229,Bersaglieri bugle（義）,單鍵步號,,单键步号,2017-08-08
3247230,bewegt,快速的；富有感情的,,快速的；富有感情的,2017-08-08
3247231,Bibelorgel,書型小風琴,,书型小风琴,2017-08-08
3247232,Bibelregal（德）,書型小風琴,,书型小风琴,2017-08-08
3247233,bicinium（拉）,二聲部曲,,二声部歌曲,2017-08-08
3247234,binary form,二段體,,二段体,2017-08-08
3247235,biniou（法）,比尼烏風笛,,比尼欧风笛,2017-08-08
3247236,bird organ,鳥風琴,,鸟风琴,2017-08-08
3247237,bisbigliando（義）,低語；弱音彈奏,,低语,2017-08-08
3247238,bischero（義）,琴軫；琴栓,,弦轴,2017-08-08
3247239,bissex,雙六弦大魯特琴,,双六弦吉他,2017-08-08
3247240,bis（法）,再一次,,两次,2017-08-08
3247241,bitonality,雙調性,,二重调性,2017-08-08
3247242,bladder-pipe,囊袋風笛,,囊笛,2017-08-08
3247243,Blasmusik（德）,吹奏樂,,吹奏乐,2017-08-08
3247244,block flute,直笛,,哨嘴笛,2017-08-08
3247245,blues,藍調；布魯斯,,布鲁斯,2017-08-08
3247246,bocchino（義）,吹口,,号嘴；吹嘴,2017-08-08
3247247,bocedization,博塞迪唱名法,,博塞迪唱名法,2017-08-08
3247248,bois（法）,木製,,木头,2017-08-08
3247249,bolero,波雷洛舞曲,,波莱罗舞曲,2017-08-08
3247250,bombardon,本巴敦低音號；本巴敦音栓（管風琴）；低音蕭姆雙簧管,,邦巴东号；低音肖姆双簧管,2017-08-08
3247251,bones,骨柝；骨響板,,骨响板,2017-08-08
3247252,bongos,邦戈鼓（古巴）,,邦戈双鼓,2017-08-08
3247253,boobams,布巴姆斯鼓,,布巴姆斯,2017-08-08
3247254,boogie-woogie,布基--烏基,,布吉―乌吉,2017-08-08
3247255,bore,管膛,,管膛,2017-08-08
3247256,borree,布瑞舞曲,,布雷舞曲,2017-08-08
3247257,bossa-nova,波沙諾瓦,,博萨诺瓦舞曲,2017-08-08
3247258,bouffons,古滑稽舞者；丑角,,古滑稽舞,2017-08-08
3247259,bourrée（法）,布瑞舞曲,,布雷舞曲,2017-08-08
3247260,boutade（法）,布塔德舞曲,,浮想曲,2017-08-08
3247261,bow,弓,,弓子,2017-08-08
3247262,bowed lyre,弓奏里拉琴,,弓奏里拉,2017-08-08
3247263,bowing,弓法（用弓法）,,弓法,2017-08-08
3247264,brace,連譜號,,连谱号,2017-08-08
3247265,branle,布朗勒舞曲,,布朗莱舞曲,2017-08-08
3247266,brass band,銅管樂隊,,铜管乐队,2017-08-08
3247267,brass（英）,銅管樂器,,铜管乐器,2017-08-08
3247268,bravura aria,炫技詠唱調,,炫技咏叹调,2017-08-08
3247269,bravura（義）,精湛技巧,,炫技性,2017-08-08
3247270,brawl,布朗勒舞曲,,布朗莱舞曲,2017-08-08
3247271,brawle,布朗勒舞曲,,布朗莱舞曲,2017-08-08
3247272,break,換聲點；變聲；爵士樂即興獨奏段,,换声点；变声；爵士乐即兴独奏段,2017-08-08
3247273,breechespart,反串角色,,女饰男角,2017-08-08
3247274,breve,短音（古希臘）；倍全音符短音符（古譜）,,二全音符,2017-08-08
3247275,bridge,過渡樂段；琴馬；琴橋,,连接部；琴马,2017-08-08
3247276,brillante（義）,華麗的；燦爛的,,华丽；活泼,2017-08-08
3247277,broken cadence,假終止,,假终止,2017-08-08
3247278,broken chord,分解和弦（絃）,,分解和弦,2017-08-08
3247279,broken consort,異類樂器重奏,,异类乐器组合,2017-08-08
3247280,broken music,異類樂器重奏,,异类乐器组合,2017-08-08
3247281,Brustwerk（德）,正前管群（管風琴）,,小型管风琴箱,2017-08-08
3247282,buccina,布契那圓號,,布西纳号,2017-08-08
3247283,buffet d'orgue（法）,管風琴外箱,,管风琴外箱,2017-08-08
3247284,bugle,步號；號角；軍號,,步号,2017-08-08
3247285,Bühnenfestspiel（德）,舞台節日劇；舞台祭獻節日,,舞台节日剧；舞台祭献节日剧,2017-08-08
3247286,Bühnenweihfestspiel（德）,舞台節日劇；舞台祭獻節日,,舞台节日剧；舞台祭献节日剧,2017-08-08
3247287,buisine（法）,比辛號,,别辛号,2017-08-08
3247288,burden,副歌,,叠歌；风笛,2017-08-08
3247289,burlesque（法）,滑稽劇；綜藝秀；戲謔曲,,滑稽曲,2017-08-08
3247290,burletta（義）,英國滑稽劇,,布尔莱塔,2017-08-08
3247291,burthen,副歌；風笛,,叠歌；风笛,2017-08-08
3247292,burthen,副歌；風笛,,叠歌,2017-08-08
3247293,button,尾扣（弦（絃）樂器）,,尾柱,2017-08-08
3247294,buzuk,布祖克琴,,布祖克,2017-08-08
3247295,BWV,巴赫作品編號,,巴赫作品编号,2017-08-08
3247296,cabaletta,跑馬歌；卡巴萊塔,,卡巴莱塔,2017-08-08
3247297,cabaret（法）,小酒館；表演酒吧,,卡巴雷,2017-08-08
3247298,cabinet organ,室內風琴,,吸气簧风琴,2017-08-08
3247299,caccia（義）,獵歌；狩獵歌；獵歌風格,,狩猎曲,2017-08-08
3247300,cachucha,卡丘恰舞曲,,卡丘查舞曲,2017-08-08
3247301,cadence,終止式,,终止,2017-08-08
3247302,cadenzato（義）,有節奏的,,有节奏的,2017-08-08
3247303,cadenza（義）,終止式；裝飾樂段,,华彩乐段,2017-08-08
3247304,cakewalk,步態舞；步態舞曲,,步态舞曲,2017-08-08
3247305,calando（義）,漸慢而弱,,压低,2017-08-08
3247306,calliope,卡利奧普琴,,卡利俄珀琴,2017-08-08
3247307,calmando（義）,平靜的；安寧的,,安静的,2017-08-08
3247308,calmato,平靜的；安寧的,,安静的,2017-08-08
3247309,calore（義）,熱列；熱情,,热；热情,2017-08-08
3247310,calypso,卡利梭,,卡利普索,2017-08-08
3247311,Camerata（義）,學會；同好會,,卡梅拉塔会社,2017-08-08
3247312,campana,鐘；鈴（單數）；管,,钟；管,2017-08-08
3247313,campanella（義）,小鐘；小鈴（單數）；手鐘,,手铃,2017-08-08
3247314,campanelle,小鐘；小玲（複數）；手鐘,,手铃；钟琴,2017-08-08
3247315,campane（義）,鐘；鈴（複數）；管,,钟；管,2017-08-08
3247316,canale,卡納爾琴,,卡纳尔琴,2017-08-08
3247317,canon,卡農,,卡农,2017-08-08
3247318,canon by augmentation,增值卡農,,增时卡农,2017-08-08
3247319,cantabile（義）,如歌的,,如歌的,2017-08-08
3247320,cantata（義）,康塔塔；清唱劇,,康塔塔,2017-08-08
3247321,cante flamenco,弗拉門哥音樂（西）,,弗拉门科,2017-08-08
3247322,cante hondo,深沈歌,,深沉歌,2017-08-08
3247323,cante jondo（西）,深沈歌,,深沉歌,2017-08-08
3247324,canti carnascialeschi（義）,狂歡節之歌,,狂欢节歌,2017-08-08
3247325,canticle,頌歌,,圣歌,2017-08-08
3247326,cantiga,單聲聖歌,,坎蒂加,2017-08-08
3247327,cantilena（義）,曲調（中世紀）；柔聲曲調（十九世紀）,,坎蒂莱那,2017-08-08
3247328,cantilène（法）,曲調（中世紀）；柔聲曲調（十九世紀）,,坎蒂莱那,2017-08-08
3247329,cantor,領唱者；教會樂長,,教堂领唱,2017-08-08
3247330,cantoris（拉）,歌手席,,歌手席,2017-08-08
3247331,cantus firmus（拉）,定旋律,,定旋律,2017-08-08
3247332,cantus（拉）,歌；高聲部；歌唱；樂曲,,歌,2017-08-08
3247333,canzona,短歌；器樂曲,,坎佐纳,2017-08-08
3247334,canzonet,短歌；小曲,,小坎佐纳,2017-08-08
3247335,canzonetta（義）,短歌；小曲 ,,小坎佐纳,2017-08-08
3247336,canzone（義）,短歌；通俗歌,,坎佐纳,2017-08-08
3247337,caoine（愛）(keen),愛爾蘭輓歌,,爱尔兰挽歌,2017-08-08
3247338,cappella（義）,小教堂；聖歌隊；宮廷音樂組合,,小教堂,2017-08-08
3247339,capriccio （義）,隨想曲,,随想曲,2017-08-08
3247340,caprice,隨想曲,,随想曲,2017-08-08
3247341,carol,耶誕頌歌；卡洛爾舞歌,,圣诞颂歌,2017-08-08
3247342,cassation（義）,輕組曲,,遣兴曲,2017-08-08
3247343,cassette（法）,卡式錄音帶,,盒带,2017-08-08
3247344,castanets,響板,,响板,2017-08-08
3247345,castrato（義）,閹歌手,,阉人歌手,2017-08-08
3247346,catch,幽默輪唱曲,,幽默轮唱歌,2017-08-08
3247347,cavatina（義）,抒情短歌；短曲,,谣唱曲,2017-08-08
3247348,cebell,西貝爾曲式,,西贝尔舞曲,2017-08-08
3247349,celesta（義）,鋼片琴,,钢片琴,2017-08-08
3247350,cello,大提琴,,大提琴,2017-08-08
3247351,ceterone,大魯特琴；大吉他,,大西滕琴,2017-08-08
3247352,cetula,古西特琴,,切图拉,2017-08-08
3247353,chaconne（法）,夏康舞曲,,夏空舞曲,2017-08-08
3247354,chalumeau（法）,古單簧管；單簧管低音區,,沙吕莫管,2017-08-08
3247355,chamber cantata,室內康塔塔,,室内康塔塔,2017-08-08
3247356,chamber music,室內樂,,室内乐,2017-08-08
3247357,chamber opera,室內歌劇,,室内歌剧,2017-08-08
3247358,chamber orchestra,室內管弦（絃）樂團；室內合奏團,,室内乐团,2017-08-08
3247359,change-ringing,鐘鳴變化,,变换鸣钟法,2017-08-08
3247360,changing note,倚音；換音,,换音,2017-08-08
3247361,chanson（法）,歌曲；香頌,,歌曲；尚松,2017-08-08
3247362,chanterelle（法）,最高音弦；旋律弦（班究琴）,,歌唱弦,2017-08-08
3247363,Chapel,小教堂；聖歌隊；宮廷音樂組合,,教堂音乐团体,2017-08-08
3247364,charivari（法）,玩笑音樂,,胡闹音乐,2017-08-08
3247365,charleston,查斯頓舞,,查尔斯顿舞曲,2017-08-08
3247366,chekker,傑卡琴,,切克琴,2017-08-08
3247367,chest of viols,古提琴箱,,维奥尔琴箱,2017-08-08
3247368,chest voice,胸聲,,胸声,2017-08-08
3247369,chime bells,小鐘,,小钟,2017-08-08
3247370,Chinese crash cymbal,中國鈸,,中国爆响钹,2017-08-08
3247371,Chinese temple block,中國木魚,,木鱼,2017-08-08
3247372,Chinese wood block,木魚,,盒梆,2017-08-08
3247373,chiroplast,練琴輔具,,练琴手架,2017-08-08
3247374,chitarrone,大魯特琴；大吉他,,长双颈琉特,2017-08-08
3247375,chittarone,大魯特琴；大吉他,,长双颈琉特,2017-08-08
3247376,chiusa（義）,閉奏；閉塞音,,闭塞音,2017-08-08
3247377,chiuso,閉奏；閉塞音,,闭塞音,2017-08-08
3247378,choir,合唱團；唱詩班；教堂的大廳；樂器組,,合唱队；唱诗班,2017-08-08
3247379,choir organ,第三排鍵盤（管風琴）,,伴唱键盘,2017-08-08
3247380,choke cymbals,帽鈸,,闷声钹,2017-08-08
3247381,choragus,合唱團長（古希臘）,,乐监；合唱队长,2017-08-08
