ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2909530,reserve against note,發行鈔票準備金,,发行钞票准备金,國際企業組,2017-03-23
2909531,reserve for foreign exchange,外匯準備,,外汇准备,國際企業組,2017-03-23
2909532,reshipment permit,轉運許可證,,转运许可证,國際企業組,2017-03-23
2909533,resource intensive technology,資源密集技術,,资源密集型技术,國際企業組,2017-03-23
2909534,restricted credit,限押信用狀,,限制信用证,國際企業組,2017-03-23
2909535,restricted negotiation letter of credit,限押信用狀,,限制议付信用证,國際企業組,2017-03-23
2909536,restriction on trade,貿易限制；貿易管制,,贸易限制；贸易管制,國際企業組,2017-03-23
2909537,restrictive credit policy,限制性信貸政策,,限制性信贷政策,國際企業組,2017-03-23
2909538,restrictive endorsement,限制背書,,限制性背书,國際企業組,2017-03-23
2909539,restrictive license,限制許可證,,限制性许可证,國際企業組,2017-03-23
2909540,restrictive tariff,限制性關稅,,限制性关税,國際企業組,2017-03-23
2909541,retained import,保留輸入,,国内消费进口,國際企業組,2017-03-23
2909542,retained profit,保留利潤,,留存利润,國際企業組,2017-03-23
2909543,retaliatory duty,報復關稅,,报复性关税,國際企業組,2017-03-23
2909544,retention ratio,留存比率,,留存比率,國際企業組,2017-03-23
2909545,retired bill,已贖回票據,,已赎回汇票,國際企業組,2017-03-23
2909546,retired bond,已贖回債券,,已兑回债券,國際企業組,2017-03-23
2909547,retroactive insurance,可追溯保險,,有追溯力的保险,國際企業組,2017-03-23
2909548,retrocession treaty,轉分保合約,,转分保合同,國際企業組,2017-03-23
2909549,return for no claim,無索賠退貨,,无赔款退货,國際企業組,2017-03-23
2909550,return on asset,資產報酬率,,资产收益率,國際企業組,2017-03-23
2909551,return on capital,資本報酬率,,资本收益率,國際企業組,2017-03-23
2909552,return on equity,權益報酬率,,权益报酬率,國際企業組,2017-03-23
2909553,return on investment,投資報酬率,,投资收益率,國際企業組,2017-03-23
2909554,reverse dumping,逆向傾銷,,逆向倾销,國際企業組,2017-03-23
2909555,reverse preference,反向優惠,,反向优惠,國際企業組,2017-03-23
2909556,reverse repo,再賣回協議,,再回购协议,國際企業組,2017-03-23
2909557,reverse transfer of technology,反向技術移轉,,反向技术转让,國際企業組,2017-03-23
2909558,revocable credit,可撤銷信用狀,,可撤销信用证,國際企業組,2017-03-23
2909559,revocable offer,可撤銷的報價,,可撤销的报价,國際企業組,2017-03-23
2909560,revocable unconfirmed banker’s credit,可撤銷無保兌信用狀,,可撤销的不保兑信用证,國際企業組,2017-03-23
2909561,revolving credit,循環信用,,循环信贷,國際企業組,2017-03-23
2909562,revolving credit account,循環信貸帳戶,,循环信贷账户,國際企業組,2017-03-23
2909564,revolving fund,周轉[基]金,,周转基金,國際企業組,2017-03-23
2909565,rigged market,被操縱市場,,被操纵市场,國際企業組,2017-03-23
2909566,right of trade mark,商標權,,商标权,國際企業組,2017-03-23
2909567,rigid price,固定價格,,僵化价格,國際企業組,2017-03-23
2909568,risk arbitrage,風險套利,,风险套利,國際企業組,2017-03-23
2909569,risk asset ratio,風險資產比率,,风险资产比率,國際企業組,2017-03-23
2909571,risk capital,風險資本,,风险资本,國際企業組,2017-03-23
2909572,risk free asset,無風險資產,,无风险资产,國際企業組,2017-03-23
2909573,risk management,風險管理,,风险管理,國際企業組,2017-03-23
2909576,rival commodity,競爭性商品,,竞争性商品,國際企業組,2017-03-23
2909577,rollover credit,展期信用,,展期信用,國際企業組,2017-03-23
2909578,rollover loan,展期貸款,,展期贷款,國際企業組,2017-03-23
2909579,roundabout trade,迂迴貿易,,间接贸易,國際企業組,2017-03-23
2909580,round-tripping,借貸套利,,借贷套利,國際企業組,2017-03-23
2909581,royalty,權利金,,专利权使用费,國際企業組,2017-03-23
2909582,royalty rate,專利費率,,专利税率,國際企業組,2017-03-23
2909583,Rule of Conciliation and Arbitration of the International Chamber of Commerce,國際商會調解與仲裁規則,,国际商会仲裁庭调解与仲裁规则,國際企業組,2017-03-23
2909584,Rule of International Maritime Arbitration,國際海事仲裁規則,,国际海事仲裁规则,國際企業組,2017-03-23
2909585,rule of non-discrimination,非歧視性原則,,非歧视性原则,國際企業組,2017-03-23
2909586,safeguard clause,保護條款,,保护条款,國際企業組,2017-03-23
2909587,safeguarding duty,保護性關稅,,保护性关税,國際企業組,2017-03-23
2909588,safety loading,保險費安全補貼,,保险费率的安全补贴,國際企業組,2017-03-23
2909589,sale allowance,銷售折讓,,销售折让,國際企業組,2017-03-23
2909590,sale and lease back,售後租回,,售后租回,國際企業組,2017-03-23
2909591,sale by installment,分期付款銷售,,分期分批出售,國際企業組,2017-03-23
2909592,sale by international standard,依國際標準銷售,,凭国际标准销售,國際企業組,2017-03-23
2909593,sale by proxy,代銷,,代销,國際企業組,2017-03-23
2909594,sale by sample,依樣品銷售,,凭样品销售,國際企業組,2017-03-23
2909595,sale by subscription,預約銷售,,预约销售,國際企業組,2017-03-23
2909596,sale by trademark,依商標銷售,,凭商标销售,國際企業組,2017-03-23
2909597,sale contract,銷售合約,,销售合同,國際企業組,2017-03-23
2909598,sale invoice,銷售發票,,销售发票,國際企業組,2017-03-23
2909599,sale on consignment,寄售,,委托销售,國際企業組,2017-03-23
2909600,sales account,銷貨帳戶,,销货账户,國際企業組,2017-03-23
2909602,sales commission,銷售佣金,,销售佣金,國際企業組,2017-03-23
2909603,sales finance company,銷售融資公司,,销售融资公司,國際企業組,2017-03-23
2909604,sales on account,賒銷,,赊销,國際企業組,2017-03-23
2909605,sales on arrival,到貨後銷售,,到货后稍售,國際企業組,2017-03-23
2909606,sales on credit,賒銷,,赊销,國際企業組,2017-03-23
2909607,sales order,銷售訂單,,销售定单,國際企業組,2017-03-23
2909608,salvage value,殘值,,清算价值,國際企業組,2017-03-23
2909609,sample export,樣品出口,,样品出口,國際企業組,2017-03-23
2909610,sample import,樣品進口,,样品进口,國際企業組,2017-03-23
2909611,sample offer,附樣報價,,附样报盘,國際企業組,2017-03-23
2909612,sanitary custom-house regulation,海關檢疫條例,,海关检疫条例,國際企業組,2017-03-23
2909613,sanitary fee,檢疫費,,检疫费,國際企業組,2017-03-23
2909614,saving clause,保留條款,,保留条款,國際企業組,2017-03-23
2909615,savings account,儲蓄存款帳,,储蓄账户,國際企業組,2017-03-23
2909616,savings bank,儲蓄銀行,,储蓄银行,國際企業組,2017-03-23
2909617,savings deposit certificate,儲蓄存單,,储蓄存单,國際企業組,2017-03-23
2909618,savings ratio,儲蓄率,,储蓄率,國際企業組,2017-03-23
2909619,schedule of capital,資本明細表,,资本明细表,國際企業組,2017-03-23
2909620,schedule of concession,關稅減讓表,,关税减让表,國際企業組,2017-03-23
2909621,schedule of insurance,保險費期程表,,保险项目表,國際企業組,2017-03-23
2909622,schedule of tax,稅率表,,税率表,國際企業組,2017-03-23
2909623,sea damage,海損,,海损,國際企業組,2017-03-23
2909624,sea damage terms,海損條款,,海损条款,國際企業組,2017-03-23
2909625,sealed tender,封籤投標,,密封通价投标,國際企業組,2017-03-23
2909626,seasonal duty,季節性關稅,,季节性关税,國際企業組,2017-03-23
2909627,seasonal tariff,季節性關稅,,季节性关税,國際企業組,2017-03-23
2909628,second [bill] of exchange,匯票副本,,第二联汇票；汇票副本,國際企業組,2017-03-23
2909629,second beneficiary,第二受益人,,第二受益人,國際企業組,2017-03-23
2909630,second market,第二市場,,二级市场,國際企業組,2017-03-23
2909631,second mortgage lending,第二順位抵押貸款,,间接抵押贷款,國際企業組,2017-03-23
2909632,second unpaid,未兌付匯票副本,,副本未兑付,國際企業組,2017-03-23
2909633,secondary bank,準銀行,,二级银行,國際企業組,2017-03-23
2909634,secondary bond market,次級債券市場,,二级债券市场,國際企業組,2017-03-23
2909635,secondary cash reserve,第二現金準備,,二级现金储备,國際企業組,2017-03-23
2909636,secondary credit,轉開信用狀,,从属信用证,國際企業組,2017-03-23
2909637,secondary liquid asset,次級流動資產,,次级流动资产,國際企業組,2017-03-23
2909638,secondary market,次級市場,,二级市场,國際企業組,2017-03-23
2909639,secondary mortgage market,次級抵押市場,,二级抵押市场,國際企業組,2017-03-23
2909640,secondary reserve,第二準備金,,二级准备金,國際企業組,2017-03-23
2909641,secret reserve,秘密準備金,,秘密准备金,國際企業組,2017-03-23
2909642,secured account,擔保帳戶,,担保账户,國際企業組,2017-03-23
2909643,secured bill,擔保票據,,有担保的票据,國際企業組,2017-03-23
2909644,secured bond,擔保債券,,担保债券,國際企業組,2017-03-23
2909645,secured claim,擔保債權,,有担保的债权,國際企業組,2017-03-23
2909646,secured credit,擔保信貸,,担保信贷,國際企業組,2017-03-23
2909647,secured creditor,擔保債權人,,担保债权人,國際企業組,2017-03-23
2909648,secured debenture,擔保債券,,有担保的债券,國際企業組,2017-03-23
2909649,secured debt,擔保債務,,有担保的债务,國際企業組,2017-03-23
2909650,secured letter of credit,擔保信用狀,,有担保信用证,國際企業組,2017-03-23
2909652,secured note,擔保票據,,有担保的期票,國際企業組,2017-03-23
2909653,secured transaction,擔保交易,,担保交易,國際企業組,2017-03-23
2909654,securities company,證券公司,,证券公司,國際企業組,2017-03-23
2909655,securities exchange tax,證券交易稅,,证券交易税,國際企業組,2017-03-23
2909656,securities financing,證券融資,,证券融资,國際企業組,2017-03-23
2909657,securities market,證券市場,,证券市场,國際企業組,2017-03-23
2909658,securities transaction tax,證券交易稅,,证券交易税,國際企業組,2017-03-23
2909659,security capital,安全資本,,低风险资本,國際企業組,2017-03-23
2909660,security deposit,證券保管,,担保押金,國際企業組,2017-03-23
2909661,seized goods,[海關]扣押貨物,,[海关]扣押货物,國際企業組,2017-03-23
2909662,seizure of property,扣押財產,,扣押财产,國際企業組,2017-03-23
2909663,selective credit control,選擇性信用管制,,选择性的信贷控制,國際企業組,2017-03-23
2909664,selective quota,選擇性配額,,选择性配额,國際企業組,2017-03-23
2909665,self-assessment system,自行估稅制,,自行估税制,國際企業組,2017-03-23
2909666,self-balancing act of exchange rate,[匯率的]自動平衡條例,,[汇率的]自动平衡条例,國際企業組,2017-03-23
2909667,self-balancing ledger,自動平衡分類帳,,自动平衡分类账,國際企業組,2017-03-23
2909668,self-financing project,自籌資金計畫,,自筹资金项目,國際企業組,2017-03-23
2909669,self-liquidating financing,自償性融資,,自动清偿性融资,國際企業組,2017-03-23
2909670,self-liquidating loan,自償性貸款,,自动清偿性贷款,國際企業組,2017-03-23
2909671,self-liquidating paper,自償性票據,,自动清偿性票据,國際企業組,2017-03-23
2909672,self-liquidating security,自償性證券,,自动清偿性证券,國際企業組,2017-03-23
2909673,sell and leaseback agreement,售後租回合約,,售后租回合约,國際企業組,2017-03-23
2909674,seller’s lien,賣方留置權,,卖方留置权,國際企業組,2017-03-23
2909675,seller’s option,賣方選擇權,,卖方选择权,國際企業組,2017-03-23
2909676,seller’s option to double {=SOD},雙倍的賣方選擇權,,卖方加倍权,國際企業組,2017-03-23
2909677,seller-consignor,賣方發貨人,,卖方发货人,國際企業組,2017-03-23
2909678,selling offer,售貨報價,,销售要约,國際企業組,2017-03-23
2909679,selling short,賣空,,卖空,國際企業組,2017-03-23
2909680,selling syndicate,銷售集團,,销售辛迪加,國際企業組,2017-03-23
2909681,semi-annual coupon,半年期息票,,半年息券,國際企業組,2017-03-23
2909682,semi-annual dividend,半年期股息,,半年期股息,國際企業組,2017-03-23
2909683,semi-annual premium,半年期保險費,,半年期保险费,國際企業組,2017-03-23
2909684,senior bond,優先債券,,优先债券,國際企業組,2017-03-23
2909685,senior bond,優先債券,,优先债券,國際企業組,2017-03-23
2909686,senior interest,優先權益,,优先权益,國際企業組,2017-03-23
2909687,senior issue,優先股,,优先股发行,國際企業組,2017-03-23
2909688,senior lien,優先留置權,,优先留置权,國際企業組,2017-03-23
2909689,senior mortgage,優先抵押,,优先抵押,國際企業組,2017-03-23
2909690,senior stock,優先股,,优先股票,國際企業組,2017-03-23
2909691,seniority of debt,債務優先權,,债务优先权,國際企業組,2017-03-23
2909692,sensitive item,敏感品項,,[关税及贸易总协定]敏感项目,國際企業組,2017-03-23
2909693,sensitive item clause,[關稅及貿易總協定]敏感品項條款,,[关税及贸易总协定]敏感品目条款,國際企業組,2017-03-23
2909694,service import,勞務進口,,劳务进口,國際企業組,2017-03-23
2909695,service lease,服務性租賃,,服务性租赁,國際企業組,2017-03-23
2909696,set bill,成套匯票,,成套汇票,國際企業組,2017-03-23
2909697,set of bill of lading {=set of B/L},成套提單,,整套提单,國際企業組,2017-03-23
2909698,settlement account,結算帳戶,,结算,國際企業組,2017-03-23
2909699,settlement by acceptance,承兌結算,,承兑结算,國際企業組,2017-03-23
2909700,settlement currency,結算貨幣,,结算货币,國際企業組,2017-03-23
2909701,settlement fund,結算資金,,结算资金,國際企業組,2017-03-23
2909702,settlement in cash,現金結算,,现金结算,國際企業組,2017-03-23
2909703,settlement of balance,結清餘額,,结清余额,國際企業組,2017-03-23
2909704,settlement of exchange,結匯,,结汇,國際企業組,2017-03-23
2909705,settlement of international transaction,國際交易結算,,国际间交易的结算,國際企業組,2017-03-23
2909706,settlement price,結算價格,,结算价格,國際企業組,2017-03-23
2909707,shadow exchange rate,影子匯率,,影子汇率,國際企業組,2017-03-23
2909708,share capital,股份資本,,股份资本,國際企業組,2017-03-23
2909709,share dividend,股利,,股利,國際企業組,2017-03-23
2909710,share holding ratio,持股比率,,持股比率,國際企業組,2017-03-23
2909711,share option,股票選擇權,,任选股权,國際企業組,2017-03-23
2909712,share premium,股票溢價,,股票发行溢价,國際企業組,2017-03-23
2909713,share quotation,股票報價,,股票牌价,國際企業組,2017-03-23
2909714,Shared Currency Option Under Tender,投資中的外幣選擇權,,投资中的分享外币期权,國際企業組,2017-03-23
2909715,sheltered trade,受保護貿易,,受保护贸易,國際企業組,2017-03-23
2909716,shifting of tariff,關稅轉嫁,,关税转嫁,國際企業組,2017-03-23
2909717,shipped bill of lading {=shipped B/L},裝運提單,,已装船提单,國際企業組,2017-03-23
2909718,shipper’s endorsement,發貨人背書,,发货人背书,國際企業組,2017-03-23
2909719,shipper’s export declaration,發貨人出口申報單,,托运人出口报关清单,國際企業組,2017-03-23
2909720,shore clause,陸上危險承保條款,,靠岸条款,國際企業組,2017-03-23
2909721,short bill,短期匯票,,短期汇票,國際企業組,2017-03-23
2909722,short bond,短期債券,,短期债券,國際企業組,2017-03-23
2909723,short coupon,短期息票,,短期息票,國際企業組,2017-03-23
2909724,short interest,賣空股份,,[股份和贷款]空头,國際企業組,2017-03-23
2909725,short loan,短期借款,,短期借款,國際企業組,2017-03-23
2909726,short period dumping,短期傾銷,,短期倾销,國際企業組,2017-03-23
2909727,short-dated business,短期交易,,短期交易,國際企業組,2017-03-23
2909728,short-term asset,短期資產,,短期资产,國際企業組,2017-03-23
2909729,short-term bill,短期匯票,,短期汇票,國際企業組,2017-03-23
2909730,short-term bond,短期債券,,短期公债,國際企業組,2017-03-23
2909731,short-term capital,短期資本,,短期资本,國際企業組,2017-03-23
2909732,short-term capital gain and loss,短期資本損益,,短期资本损益,國際企業組,2017-03-23
2909733,short-term capital market,短期資本市場,,短期资本市场,國際企業組,2017-03-23
2909734,short-term claim,短期債權,,短期债权,國際企業組,2017-03-23
2909735,short-term credit,短期信貸,,短期信贷,國際企業組,2017-03-23
2909736,short-term debt,短期債務,,短期债务,國際企業組,2017-03-23
2909737,short-term interest rate,短期利率,,短期利率,國際企業組,2017-03-23
2909738,short-term investment,短期投資,,短期投资,國際企業組,2017-03-23
2909739,short-term liability,短期負債,,短期负债,國際企業組,2017-03-23
2909740,short-term loan,短期貸款,,短期贷款,國際企業組,2017-03-23
2909741,short-term money rate,短期貨幣利率,,短期货币利率,國際企業組,2017-03-23
2909742,short-term security,短期證券,,短期有价证券,國際企業組,2017-03-23
2909743,shut out,退關,,退关,國際企業組,2017-03-23
2909744,shut out cargo,退關貨物,,退关货物,國際企業組,2017-03-23
2909745,sight [letter of] credit,即期信用狀,,即期信用证,國際企業組,2017-03-23
2909746,sight bill,即期匯票,,即期票据,國際企業組,2017-03-23
2909747,sight clause,即期條款,,即期条款,國際企業組,2017-03-23
2909748,sight draft {=S/D},即期匯票,,即期汇票,國際企業組,2017-03-23
2909749,sight entry,暫時起貨報單,,临时报关,國際企業組,2017-03-23
2909750,sight exchange,即期外匯,,①即期汇兑 ②即期外汇,國際企業組,2017-03-23
2909751,sight rate,即期匯率,,即期汇率,國際企業組,2017-03-23
2909752,sighting of license clause,出示許可證條款,,出示许可证条款,國際企業組,2017-03-23
2909753,silver bullion market,銀塊市場,,银块市场,國際企業組,2017-03-23
2909754,silver bullion standard,銀塊本位制,,银块本位制,國際企業組,2017-03-23
2909755,silver market,銀髮市場,,白银市场,國際企業組,2017-03-23
2909756,silver parity,白銀平價,,白银平价,國際企業組,2017-03-23
2909757,silver standard system,銀本位制,,银本位制,國際企業組,2017-03-23
2909758,simple arbitrage,直接套利,,直接套利,國際企業組,2017-03-23
2909759,simple arbitration of exchange,單一裁定匯兌,,单一裁定汇兑,國際企業組,2017-03-23
2909760,simple bond,簡單債券,,简单债券,國際企業組,2017-03-23
2909761,simple debenture,無擔保的信用債券,,无担保的信用债券,國際企業組,2017-03-23
2909762,simple license,普通許可證,,普通许可证,國際企業組,2017-03-23
2909763,simple loan,普通貸款,,普通贷款,國際企業組,2017-03-23
2909764,simple tariff,單一稅率,,单一税率,國際企業組,2017-03-23
2909765,single exchange rate,單一匯率,,单一汇率,國際企業組,2017-03-23
2909766,single factorial terms of trade,單因素貿易條件,,单因素贸易条件,國際企業組,2017-03-23
2909767,Single Market Act of the European Community,歐洲共同體單一市場法,,欧洲共同体单一市场法,國際企業組,2017-03-23
2909768,single name paper,單名票據,,单名票据,國際企業組,2017-03-23
2909769,single tariff,單一關稅,,单一关税,國際企業組,2017-03-23
2909770,sinking fund,償債基金,,偿债基金,國際企業組,2017-03-23
2909771,sinking fund bond,償債基金債券,,偿债基金债券,國際企業組,2017-03-23
2909772,size of foreign exchange reserve,外匯準備規模,,外汇储备规模,國際企業組,2017-03-23
2909773,sliding duty,機動關稅,,滑动关税,國際企業組,2017-03-23
2909774,sliding peg exchange rate,機動釘住匯率,,滑动钉住汇率,國際企業組,2017-03-23
2909775,sliding tariff,浮動關稅,,浮动关税,國際企業組,2017-03-23
2909776,Smithsonian Agreement,史密松寧協定,,史密森协定,國際企業組,2017-03-23
2909777,Smithsonian band,史密松寧匯率區間,,史密森汇率幅度,國際企業組,2017-03-23
2909778,Smithsonian currency realignment,史密松寧幣值重整,,史密森币值调整,國際企業組,2017-03-23
2909779,Smithsonian monetary system,史密松寧貨幣制度,,史密森货币制度,國際企業組,2017-03-23
2909780,snake,蛇形浮動,,蛇形浮动,國際企業組,2017-03-23
2909781,snake currency,蛇形浮動貨幣,,“蛇形浮动”货币,國際企業組,2017-03-23
2909782,snake in the tunnel,區間內蛇行浮動,,蛇行浮动,國際企業組,2017-03-23
2909783,social dumping,社會傾銷,,社会倾销,國際企業組,2017-03-23
2909784,social opportunity cost,社會機會成本,,社会机会成本,國際企業組,2017-03-23
2909785,soft currency,弱勢貨幣,,软通货,國際企業組,2017-03-23
2909786,soft loan,弱勢貨幣貸款,,软贷款,國際企業組,2017-03-23
2909787,sola bill,單張匯票,,单张汇票,國際企業組,2017-03-23
2909788,sola cheque,單張支票,,单张支票,國際企業組,2017-03-23
2909789,sola draft,單張匯票,,单张汇票,國際企業組,2017-03-23
2909790,sole agent,獨家代理,,独家代理,國際企業組,2017-03-23
2909791,sole bill of exchange,單張匯票,,单本汇票,國際企業組,2017-03-23
2909792,sole license,獨家許可證,,独家许可证；排他许可证,國際企業組,2017-03-23
2909793,sole sales agreement,包銷協定,,包销协议,國際企業組,2017-03-23
2909794,south sea bubble,南海泡沫,,南海泡沫,國際企業組,2017-03-23
2909795,South-East Asian Central Bank,東南亞中央銀行,,东南亚中央银行,國際企業組,2017-03-23
2909796,south-north trade,南北貿易,,南北贸易,國際企業組,2017-03-23
2909797,sovereign immunity,主權豁免,,主权豁免,國際企業組,2017-03-23
2909798,sovereign lending,主權貸款,,国家贷款,國際企業組,2017-03-23
2909799,special acceptance,有條件承兌,,特殊承兑,國際企業組,2017-03-23
2909800,special assessment bond,特別稅捐公債,,特别税捐公债,國際企業組,2017-03-23
2909801,special credit,特別信用狀,,特别信贷,國際企業組,2017-03-23
2909802,special customs privileges facility,關稅特惠區,,海关提供的特惠措施,國際企業組,2017-03-23
2909803,special customs rate,特別關稅率,,特别关税率,國際企業組,2017-03-23
2909804,Special Drawing Right[s] {=SDRs},特別提款權,,[国际货币基金组织的]特别提款权,國際企業組,2017-03-23
2909805,special endorsement,特別背書；記名背書,,特别背书,國際企業組,2017-03-23
2909806,special letter of credit {=special L/C},特別信用狀,,特别信用证,國際企業組,2017-03-23
2909807,special license,特別許可證,,特别许可证,國際企業組,2017-03-23
2909808,special offer,特別報價,,特别报价,國際企業組,2017-03-23
2909809,special permission export,特許出口,,特许出口,國際企業組,2017-03-23
2909810,special policy,特種保險單；特殊格式保險單,,特种保险单,國際企業組,2017-03-23
2909811,special preferential treatment,特別優惠待遇,,特别优惠待遇,國際企業組,2017-03-23
2909812,special tariff concession,特種關稅減讓,,特种关税减让,國際企業組,2017-03-23
2909813,special tax reduction bond,特別減稅債券,,特别减税债券,國際企業組,2017-03-23
2909814,Special Trust Fund,[國際貨幣基金組織]特種信託基金,,[国际货币基金组织]特种信托基金,國際企業組,2017-03-23
2909815,specialized foreign exchange bank,外匯專業銀行,,外汇专业银行,國際企業組,2017-03-23
2909816,specially advised [letter of] credit,特別通知信用狀,,指定信用证；特别通知信用证,國際企業組,2017-03-23
2909817,specially negotiating bank letter of credit,限押信用狀,,特别指定结汇银行信用证,國際企業組,2017-03-23
2909818,specialty fund,專門基金,,专门基金,國際企業組,2017-03-23
2909819,specie flow mechanism,金幣流通機制,,硬币流通机制,國際企業組,2017-03-23
2909820,specie flow price adjustment mechanism,硬幣流通價格調整機制,,硬币流通价格调整机制,國際企業組,2017-03-23
2909821,specie flow price mechanism,硬幣價格流通機制,,硬币价格流通机制,國際企業組,2017-03-23
2909822,specie par,金幣平價,,铸币平价,國際企業組,2017-03-23
2909823,specie reserve,硬幣準備,,硬币准备,國際企業組,2017-03-23
2909824,specific capital,特定資本,,特别资本,國際企業組,2017-03-23
2909825,specific cheque,記名支票,,记名支票,國際企業組,2017-03-23
2909826,specific duty,從量稅,,从量关税,國際企業組,2017-03-23
2909827,specific insurance,特定保險,,特定保险,國際企業組,2017-03-23
2909828,specific license,特定許可證,,特定许可证,國際企業組,2017-03-23
2909829,specific policy,船舶確定保險單,,特殊保单,國際企業組,2017-03-23
2909830,specific reduction or exemption of customs duty,關稅特定減免,,关税特定减免,國際企業組,2017-03-23
2909831,specified currency,指定通貨,,指定通货,國際企業組,2017-03-23
2909832,specimen of draft,匯票樣本,,汇票样本,國際企業組,2017-03-23
2909833,speculation arbitrage,投機套利,,投机套利,國際企業組,2017-03-23
2909834,speculation market,投機市場,,投机市场,國際企業組,2017-03-23
2909835,speculation on foreign exchange,外匯投機,,外汇投机,國際企業組,2017-03-23
2909836,speculative bubble,投機性泡沫,,投机性泡沫,國際企業組,2017-03-23
2909837,speculative buying,投機買進,,投机买进；看涨买进,國際企業組,2017-03-23
2909838,speculative gain,投機收益,,投机收益,國際企業組,2017-03-23
2909839,speculative import,投機性輸入,,投机进口,國際企業組,2017-03-23
2909840,speculative investment,投機性投資,,投机投资,國際企業組,2017-03-23
2909841,speedy clearance,即時清算,,即时清算,國際企業組,2017-03-23
2909842,spent bill of lading {=spent B/L},已用提單,,已用提单,國際企業組,2017-03-23
2909843,split investment company,分享投資公司,,分股投资公司,國際企業組,2017-03-23
2909844,split margin,利率差幅,,利率差幅,國際企業組,2017-03-23
2909845,sporadic dumping,偶發性傾銷,,偶发性倾销,國際企業組,2017-03-23
2909846,spot cash payment,現金支付,,现金支付,國際企業組,2017-03-23
2909847,spot cash transaction,即期現金交易；現金現貨交易,,即期现金交易,國際企業組,2017-03-23
2909848,spot contract,現貨契約,,现货契约,國際企業組,2017-03-23
2909849,spot exchange,即期外匯；現匯,,即期外汇；现汇,國際企業組,2017-03-23
2909850,spot exchange market,即期外匯市場；現匯市場,,即期外汇市场；现汇市场,國際企業組,2017-03-23
2909851,spot exchange rate,即期匯率,,即期汇率,國際企業組,2017-03-23
2909852,spot price,現貨價格,,现货价格,國際企業組,2017-03-23
2909853,spot transaction,即期交易,,现货交易,國際企業組,2017-03-23
2909854,spurious dumping,類比傾銷,,模拟倾销,國際企業組,2017-03-23
2909855,square off,軋平,,余额平衡；轧平,國際企業組,2017-03-23
2909856,stabilization of currency,通貨穩定,,通货稳定,國際企業組,2017-03-23
2909857,stabilization of exchange rate,匯率穩定,,汇率稳定,國際企業組,2017-03-23
2909858,stabilization of export receipt,出口收入穩定,,出口收入稳定,國際企業組,2017-03-23
2909859,stabilization of foreign exchange,外匯穩定,,外汇稳定,國際企業組,2017-03-23
2909860,stable bond,穩定債券,,稳定债券,國際企業組,2017-03-23
2909861,stable but adjustable par value,穩定但可調整的平價,,稳定的但可调整的平价,國際企業組,2017-03-23
2909862,stable money,穩定貨幣,,稳定货币,國際企業組,2017-03-23
2909863,stage payment,分期付款,,分阶段支付,國際企業組,2017-03-23
2909864,stale bill of exchange,過期匯票,,过期汇票,國際企業組,2017-03-23
2909865,stale bill of lading,過期提單,,过期提单,國際企業組,2017-03-23
2909866,stale check,過期支票,,过期支票,國際企業組,2017-03-23
2909867,standard [currency] basket system,標準通貨籃制度,,[国际货币基金组织]标准[货币]篮子方式,國際企業組,2017-03-23
2909868,standard arbitration clause,標準仲裁條款,,标准仲裁条款,國際企業組,2017-03-23
2909869,standard bill of lading,標準提單,,标准提单,國際企業組,2017-03-23
2909870,standard bullion,標準銀塊,,标准银块,國際企業組,2017-03-23
2909871,standard clause,標準條款,,标准条款,國際企業組,2017-03-23
2909872,standard coin,本位貨幣,,本位货币,國際企業組,2017-03-23
2909873,standard coinage,本位貨幣制度,,标准货币制度,國際企業組,2017-03-23
2909874,standard credit form,標準信用證格式,,标准信用证格式,國際企業組,2017-03-23
2909875,standard dollar,本位美元,,本位美元,國際企業組,2017-03-23
2909876,standard gold,標準成色黃金,,标准成色黄金,國際企業組,2017-03-23
2909877,standard interest rate,標準利率,,标准利率,國際企業組,2017-03-23
2909878,standard metal,本位金屬,,本位金属,國際企業組,2017-03-23
2909879,standard monetary unit,標準貨幣單位,,标准货币单位,國際企業組,2017-03-23
2909880,standard money,本位貨幣,,标准货币,國際企業組,2017-03-23
2909881,standard policy,標準保險單,,标准保险单,國際企業組,2017-03-23
2909882,standard silver dollar,本位銀元,,标准银元,國際企業組,2017-03-23
2909883,standard system,本位制,,本位制,國際企業組,2017-03-23
2909884,Standard＆Poor’s Composite Index,標準普爾綜合指數,,标准普尔综合指数,國際企業組,2017-03-23
2909885,Standard＆Poor’s Stock Price Indexes,標準普爾股價指數,,标准普尔股价指数,國際企業組,2017-03-23
2909886,standby credit,備用信貸,,备用信贷,國際企業組,2017-03-23
2909887,standby credit arrangement,[國際貨幣基金組織]備用信貸協定,,[国际货币基金组织]备用信贷协定,國際企業組,2017-03-23
2909888,standby letter of credit {=standby L/C},擔保信用狀,,备用信用证,國際企業組,2017-03-23
2909889,staple merchandise trade,大宗物資貿易,,重要商品交易,國際企業組,2017-03-23
2909890,start-up loan,創業貸款,,启动贷款,國際企業組,2017-03-23
2909891,state and local bond,國家和地方政府債券,,国家和地方政府债券,國際企業組,2017-03-23
2909892,state bank,州法銀行,,国家银行,國際企業組,2017-03-23
2909893,state bond,州債{美國}；國債{其他國家},,国债,國際企業組,2017-03-23
2909894,state currency sovereignty,國家貨幣主權,,国家货币主权,國際企業組,2017-03-23
2909895,state insurance,國家保險,,国家保险,國際企業組,2017-03-23
