ID,英文名稱,中文名稱,圖片,所屬機關單位名稱,機關單位中文名稱,機關單位英文名稱,職等,單位中文名稱,單位英文名稱,單位中文名稱2,單位英文名稱2,更新日期
1482541,Office,室,,經濟部,部,Division,,,,,,2012-12-19
1482542,Center,中心,,經濟部,部,Division,,,,,,2012-12-19
1482543,Manager,經理,,經濟部,部,Department,,課,Section,,,2012-12-19
1482544,Director,主任,,經濟部,室,Office,,課,Section,,,2012-12-19
1482545,Director,廠長,,經濟部,廠,Plant,,組,Section,,,2012-12-19
1482546,Office,室,,經濟部,廠,Plant,,,,,,2012-12-19
1482547,Manager,經理,,經濟部,處,Department,,組,Section,,,2012-12-19
1482548,Director,主任,,經濟部,室,Office,10,課,Section,,,2012-12-19
1482549,Director,主任,,經濟部,資訊中心,Center,10,組,Section,,,2012-12-19
1482550,Chief Secretary,主任秘書,,交通部,室 (總經理),Office,,科,Section,,,2012-12-19
1482551,Auditor General,總稽核,,交通部,稽核處,Department,,各稽核段,Auditing Section,,,2012-12-19
1482553,Postal Museum,郵政博物館,,交通部,處,Department,,,,,,2012-12-19
1482554,Training Institute,郵政訓練所,,交通部,處,Department,,,,,,2012-12-19
1482555,Chief,科長,,交通部,科,Section,,股,Subsection,,,2012-12-19
1482557,Director,處長,,交通部,處,Department,11,科,Section,,,2012-12-19
1482558,Director,處長,,交通部,處,Department,,科,Section,,,2012-12-19
1482559,Office,室,,交通部,處,Department,,,,,,2012-12-19
1482561,Director,主任,,交通部,室,Office,,科,Section,,,2012-12-19
1482562,Director,組長,,交通部,組,Division,11,科,Section,,,2012-12-19
1482563,Director,主任,,交通部,室,Office,,科,Section,,,2012-12-19
1482565,Director,主任,,交通部,中心,Center,,課,Section,,,2012-12-19
1482568,Director,主任,,交通部,室,Office,11,科,Section,,,2012-12-19
1482570,Director,主任,,交通部,室,Office,10,科,Section,,,2012-12-19
1482571,Director,處長,,交通部,中區工程處,Office,10,科,Section,,,2012-12-19
1482572,Director,處長,,交通部,處,Division,11,中心,Center,,,2012-12-19
1482574,Director,組長,,交通部,組,Division,10-11,科,Section,,,2012-12-19
1482575,Director,主任,,交通部,室,Office,9-10,科,Section,,,2012-12-19
1482578,Manager,廠長,,行政院衛生署,製藥工廠,Pharmaceutical Plant,10,科,Section,,,2012-12-19
1482580,Director,分局長,,行政院衛生署,分局,Branch,10,科,Section,,,2012-12-19
1482581,Office,辦事處,,行政院衛生署,分局,Branch,,,,,,2012-12-19
1482582,Laboratory,檢驗室,,行政院衛生署,分局,Branch,,,,,,2012-12-19
1482583,Director,組長,,行政院衛生署,組,Division,11,科,Section,,,2012-12-19
1482584,General Manager,經理,,行政院衛生署,處,Division,14,科,Section,,,2012-12-19
1482585,General Manager,經理,,行政院衛生署,分局,Branch,14,組,Section,,,2012-12-19
1482586,Director,主任,,行政院國軍退除役官兵輔導委員會,部,Department,,科,Division,,,2012-12-19
1482587,Director,主任,,行政院國軍退除役官兵輔導委員會,中心,Center,,室,Office,,,2012-12-19
1482588,Director,主任,,行政院國軍退除役官兵輔導委員會,室,Office,,組,Section,,,2012-12-19
1482590,Chief,組長,,行政院國家科學委員會,組,Division,10,課,Section,,,2012-12-19
1482591,Director,組長,,行政院國家科學委員會,組,Division,11,科,Section,,,2012-12-19
1482592,Director,組長,,行政院研究發展考核委員會,組,Division,11,科,Section,,,2012-12-19
1482595,Director,組長,,行政院農業委員會,組,Division,11,科,Section,,,2012-12-19
1482596,Director,組長,,行政院農業委員會,組,Division,10,科,Section,,,2012-12-19
1482597,Director,主任,,中央銀行,科,Division,13,組,Section,,,2012-12-19
1482598,Manager,廠長,,中央銀行,工廠,Works,14,課,Section,,,2012-12-19
1482599,Subsection,股,,中央銀行,工廠,Works,,,,,,2012-12-19
1482600,Director,主任,,中央銀行,科,Division,13,組,Section,,,2012-12-19
1482601,Manager,主任,,中央銀行,工場,Works,13,組,Section,,,2012-12-19
1482602,Chief,課長,,行政院勞工委員會,課,Section,8,股,Subsection,,,2012-12-19
1482603,General Manager,經理,,行政院勞工委員會,處,Department,14,科,Section,,,2012-12-19
1482604,Chief,組長,,行政院環境保護署,組,Division,10,科,Section,,,2012-12-19
1482606,Chief,組主任,,行政院海岸巡防署,組,Section,,科,Section,,,2012-12-19
1482607,Director,組長,,行政院海岸巡防署,組,Division,,科,Section,,,2012-12-19
1482608,Director,主任,,行政院海岸巡防署,室,Office,,大隊,Corps,,,2012-12-19
1482609,Director,主任,,行政院海岸巡防署,中心,Center,,中隊,Company,,,2012-12-19
1482610,Platoon,區隊,,行政院海岸巡防署,中心,Center,,,,,,2012-12-19
1482611,Radar Operation Unit,雷達巡( 防組),,行政院海岸巡防署,中心,Center,,,,,,2012-12-19
1482612,Subbranch,分隊,,行政院海岸巡防署,中心,Center,,,,,,2012-12-19
1482613,Commander,隊長(上校),,行政院海岸巡防署,巡防總隊(岸巡),Corps,,安檢所,Inspection Office,,,2012-12-19
1482615,Unit,小組,,行政院海岸巡防署,巡防總隊(岸巡),Corps,,,,,,2012-12-19
1482616,Duty Company,勤務中隊,,行政院海岸巡防署,巡防總隊(岸巡),Corps,,,,,,2012-12-19
1482617,Commander,隊長(中校),,行政院海岸巡防署,巡防大隊 (岸巡),Corps,,安檢所,Inspection Office,,,2012-12-19
1482618,Patrol Station,巡邏站,,行政院海岸巡防署,巡防大隊 (岸巡),Corps,,,,,,2012-12-19
1482619,Duty Company,勤務中隊,,行政院海岸巡防署,巡防大隊 (岸巡),Corps,,,,,,2012-12-19
1482620,Commander,隊長(中校),,行政院海岸巡防署,訓練大隊,Training Corps,,訓練中隊,Training Company,,,2012-12-19
1482621,Platoon,區隊,,行政院海岸巡防署,訓練大隊,Training Corps,,,,,,2012-12-19
1482622,Squad,分隊,,行政院海岸巡防署,訓練大隊,Training Corps,,,,,,2012-12-19
1482623,Commander,隊長(上校),,行政院海岸巡防署,查緝隊,Brigade,,分隊,branch,,,2012-12-19
1482624,Office,室,,直轄市政府,秘書處,,,,,,,2012-12-19
1482625,Office,室,,直轄市政府,民政局,,,,,,,2012-12-19
1482626,Office,室,,直轄市政府,財政局,,,,,,,2012-12-19
1482627,Office,室,,直轄市政府,教育局,,,,,,,2012-12-19
1482628,Office,室,,直轄市政府,建設局,,,,,,,2012-12-19
1482629,Office,室,,直轄市政府,海洋局,,,,,,,2012-12-19
1482630,Office,室,,直轄市政府,社會局,,,,,,,2012-12-19
1482631,Office,室,,直轄市政府,勞工局,,,,,,,2012-12-19
1482632,Office,室,,直轄市政府,警察局,,,,,,,2012-12-19
1482633,Center,中心,,直轄市政府,警察局,,,,,,,2012-12-19
1482635,Office,室,,直轄市政府,文化局,,,,,,,2012-12-19
1482636,Zhongzheng Cultural Center,中正文化中心管理處,,直轄市政府,文化局,,,,,,,2012-12-19
1482637,Division,組,,直轄市政府,公教人力發展局,,,,,,,2012-12-19
1482638,Divosion,科,,直轄市政府,法制局,,,,,,,2012-12-19
1482639,Office,室,,直轄市政府,法制局,,,,,,,2012-12-19
1482640,Office,室,,直轄市政府,兵役處,,,,,,,2012-12-19
1482641,Office,室,,直轄市政府,地政處,,,,,,,2012-12-19
1482642,Office,室,,直轄市政府(以高雄市為例),新聞處,,,,,,,2012-12-19
1482643,Division,科,,直轄市政府(以高雄市為例),主計處,,,,,,,2012-12-19
1482644,Office,室,,直轄市政府(以高雄市為例),主計處,,,,,,,2012-12-19
1482645,Division,科,,直轄市政府(以高雄市為例),人事處,,,,,,,2012-12-19
1482646,Office,室,,直轄市政府(以高雄市為例),人事處,,,,,,,2012-12-19
1482647,Division,科,,直轄市政府(以高雄市為例),政風處,,,,,,,2012-12-19
1482648,Office,室,,直轄市政府(以高雄市為例),政風處,,,,,,,2012-12-19
1482649,Division,組,,直轄市政府(以高雄市為例),研究發展考核委員會,,,,,,,2012-12-19
1482650,Office,室,,直轄市政府(以高雄市為例),研究發展考核委員會,,,,,,,2012-12-19
1482651,Center,中心,,直轄市政府(以高雄市為例),研究發展考核委員會,,,,,,,2012-12-19
1482652,Division,組,,直轄市政府(以高雄市為例),原住民事務委員會,,,,,,,2012-12-19
1482653,Library,館,,直轄市政府,市立空中大學,,,,,,,2012-12-19
1482654,Office,室,,直轄市政府,市立空中大學,,,,,,,2012-12-19
1482655,Department,系,,直轄市政府,市立空中大學,,,,,,,2012-12-19
1482656,Section,課,,直轄市政府(以高雄市為例),___區公所,,,,,,,2012-12-19
1482657,Office,室,,直轄市政府(以高雄市為例),___區公所,,,,,,,2012-12-19
1482658,Section,課,,直轄市政府(以高雄市為例),民政局,,,高雄市___區戶政事務所,"___ District Household Registration Office, Kaohsiung City",,,2012-12-19
1482659,Section,組,,直轄市政府(以高雄市為例),民政局,,,殯葬管理所,Mortuary Services Office,,,2012-12-19
1482660,Section,課,,直轄市政府(以高雄市為例),財政局,,,集中支付處,Disbursement Office,,,2012-12-19
1482661,Section,組,,直轄市政府(以高雄市為例),財政局,,,動產質借所,Collateral Office,,,2012-12-19
1482662,Section,組,,直轄市政府(以高雄市為例),教育局,,,體育場,Stadium,,,2012-12-19
1482663,Section,室,,直轄市政府(以高雄市為例),教育局,,,體育場,Stadium,,,2012-12-19
1482664,Section,科,,直轄市政府(以高雄市為例),建設局,,,市場管理處,Market Administration Office,,,2012-12-19
1482665,Section,室,,直轄市政府(以高雄市為例),建設局,,,市場管理處,Market Administration Office,,,2012-12-19
1482667,Section,組,,直轄市政府(以高雄市為例),建設局,,,風景區管理所,Scenic Area Administration Office,,,2012-12-19
1482668,Section,組,,直轄市政府(以高雄市為例),建設局,,,風景區管理所,Scenic Area Administration Office,,,2012-12-19
1482669,Section,課,,直轄市政府(以高雄市為例),建設局,,,家畜衛生檢驗所,Animal Health and Inspection Institute,,,2012-12-19
1482670,Branch,工務所,,直轄市政府(以高雄市為例),工務局,,,新建工程處,Construction Office,,,2012-12-19
1482671,Section,室,,直轄市政府(以高雄市為例),工務局,,,養護工程處,Maintenance Office,,,2012-12-19
1482672,Maintenance Works,保養廠,,直轄市政府(以高雄市為例),工務局,,,養護工程處,Maintenance Office,,,2012-12-19
1482673,Section,室,,直轄市政府(以高雄市為例),工務局,,,下水道工程處,Sewage Systems Office,,,2012-12-19
1482674,Central District Sewage Treatment Plant,中區污水處理廠,,直轄市政府(以高雄市為例),工務局,,,下水道工程處,Sewage Systems Office,,,2012-12-19
1482675,Equipment Maintenance Brigade,維護工程隊,,直轄市政府(以高雄市為例),工務局,,,下水道工程處,Sewage Systems Office,,,2012-12-19
1482676,Section,組,,直轄市政府(以高雄市為例),工務局,,,違章建築處理大隊,Building Violations Enforcement Corps,,,2012-12-19
1482677,Section,組,,直轄市政府(以高雄市為例),社會局,,,仁愛之家,Ren'ai Senior Citizens' Home,,,2012-12-19
1482678,Section,課,,直轄市政府(以高雄市為例),社會局,,,長青綜合服務中心,Senior Citizens' Service Center,,,2012-12-19
1482679,Section,課,,直轄市政府(以高雄市為例),社會局,,,兒童福利服務中心,Children's Service Center,,,2012-12-19
1482680,Section,課,,直轄市政府(以高雄市為例),社會局,,,無障礙之家,Home for the Disabled,,,2012-12-19
1482681,Section,組,,直轄市政府(以高雄市為例),社會局,,,家庭暴力及性侵害防治中心,Domestic Violence and Sexual Assault Prevention Center,,,2012-12-19
1482682,Section,組,,直轄市政府(以高雄市為例),勞工局,,,勞工檢查所,Occupational Safety Office,,,2012-12-19
1482684,Section,組,,直轄市政府(以高雄市為例),勞工局,,,訓練就業中心,Training and Employment Center,,,2012-12-19
1482685,Section,室,,直轄市政府(以高雄市為例),勞工局,,,訓練就業中心,Training and Employment Center,,,2012-12-19
1482686,Section,課,,直轄市政府(以高雄市為例),勞工局,,,博愛職業技能訓練中心,Bo-ai Vocational Training Center,,,2012-12-19
1482687,Section,課,,直轄市政府(以高雄市為例),勞工局,,,勞工育樂中心,Labor Recreation Center,,,2012-12-19
1482689,Section,科,,直轄市政府(以高雄市為例),衛生局,,,疾病管制處,Disease Control Office,,,2012-12-19
1482690,Section,室,,直轄市政府(以高雄市為例),衛生局,,,疾病管制處,,,,2012-12-19
1482691,Section,組,,直轄市政府(以高雄市為例),衛生局,,,各區衛生所,___ District Public Health Center,,,2012-12-19
1482692,Section,組,,直轄市政府(以高雄市為例),環境保護局,,,南區資源回收廠,Southern District Waste Management Plant,,,2012-12-19
1482694,Section,組,,直轄市政府(以高雄市為例),環境保護局,,,中區資源回收廠,Central District Waste Management Plant,,,2012-12-19
1482695,Section,室,,直轄市政府(以高雄市為例),環境保護局,,,中區資源回收廠,Central District Waste Management Plant,,,2012-12-19
1482696,Section,組,,直轄市政府(以高雄市為例),文化局,,,圖書館,Library,,,2012-12-19
1482697,Branch Library,各分館,,直轄市政府(以高雄市為例),文化局,,,圖書館,Library,,,2012-12-19
1482698,Public Reading Room,民眾閱覽室,,直轄市政府(以高雄市為例),文化局,,,圖書館,Library,,,2012-12-19
1482699,Section,組,,直轄市政府(以高雄市為例),文化局,,,美術館,Museum of Fine Arts,,,2012-12-19
1482701,Security Unit,警衛隊,,直轄市政府(以高雄市為例),文化局,,,美術館,Museum of Fine Arts,,,2012-12-19
1482702,Section,組,,直轄市政府(以高雄市為例),文化局,,,社會教育館,Social Education Center,,,2012-12-19
1482703,Section,組,,直轄市政府(以高雄市為例),文化局,,,文獻委員會,Kaohsiung City Archives,,,2012-12-19
1482704,Section,室,,直轄市政府(以高雄市為例),文化局,,,文獻委員會,Kaohsiung City Archives,,,2012-12-19
1482705,Section,組,,直轄市政府(以高雄市為例),文化局,,,歷史博物館,History Museum,,,2012-12-19
1482706,Section,室,,直轄市政府(以高雄市為例),文化局,,,歷史博物館,History Museum,,,2012-12-19
1482709,Section,科,,直轄市政府(以高雄市為例),交通局,,,公共車船管理處,City Bus and Ferry Management Office,,,2012-12-19
1482710,Section,室,,直轄市政府(以高雄市為例),交通局,,,公共車船管理處,City Bus and Ferry Management Office,,,2012-12-19
1482711,Maintenance Works,修理廠,,直轄市政府(以高雄市為例),交通局,,,公共車船管理處,City Bus and Ferry Management Office,,,2012-12-19
1482712,Section,課,,直轄市政府(以高雄市為例),地政處,,,地政事務所,Land Office,,,2012-12-19
1482713,Section,組,,直轄市政府(以高雄市為例),新聞處,,,高雄廣播電台,Kaohsiung Radio Station,,,2012-12-19
1482714,Section,室,,直轄市政府(以高雄市為例),新聞處,,,高雄廣播電台,Kaohsiung Radio Station,,,2012-12-19
1482715,Section,組,,直轄市政府(以高雄市為例),新聞處,,,高雄市電影圖書館,Kaohsiung Film Library,,,2012-12-19
1482716,Section,組,,直轄市政府(以高雄市為例),主計處,,,資訊中心,Information Management Center,,,2012-12-19
1482717,Executive Secretary,總幹事,,直轄市政府(以高雄市為例),人事處,,,公教人員住宅輔建及福利互助委員會,Public Service Housing and Welfare Committee,,,2012-12-19
1482718,Section,課,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482719,Office,室,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482720,Duty Command Center,勤務指揮中心,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482721,Civil Defense Center,民防管制中心,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482722,Brigade,隊(保安、交通、刑警、少年、婦幼),,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482723,Precinct,分局,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,,,,,2012-12-19
1482724,Section,課,,縣(市)政府,1.___縣(市)消防局 2.___縣政府消防局,,,,,,,2012-12-19
1482726,Emergency and Rescue Command Center,救災救護指揮中心,,縣(市)政府,1.___縣(市)消防局 2.___縣政府消防局,,,,,,,2012-12-19
1482727,Vehicle Maintenance Works,車輛保養廠,,縣(市)政府,1.___縣(市)消防局 2.___縣政府消防局,,,,,,,2012-12-19
1482728,Section,課,,縣(市)政府,1.___縣(市)衛生局 2.___縣政府衛生局,,,,,,,2012-12-19
1482729,Office,室(行政、人事、會計、政風),,縣(市)政府,1.___縣(市)衛生局 2.___縣政府衛生局,,,,,,,2012-12-19
1482730,Section,課,,縣(市)政府,___縣(市)環境保護局,,,,,,,2012-12-19
1482731,Office,室(行政、人事、會計、政風),,縣(市)政府,___縣(市)環境保護局,,,,,,,2012-12-19
1482732,Unit,區隊,,縣(市)政府,___縣(市)環境保護局,,,,,,,2012-12-19
1482733,Unit,資源回收隊,,縣(市)政府,___縣(市)環境保護局,,,,,,,2012-12-19
1482734,Section,課,,縣(市)政府,1.___縣(市)政府地方稅務局 2.___ 縣(市)地方稅務局,,,,,,,2012-12-19
1482735,Office,室(人事、會計、政風),,縣(市)政府,1.___縣(市)政府地方稅務局 3.___ 縣(市)地方稅務局,,,,,,,2012-12-19
1482736,___ Branch,___分處,,縣(市)政府,1.___縣(市)政府地方稅務局 4.___ 縣(市)地方稅務局,,,,,,,2012-12-19
1482737,Section,課(股),,縣(市)政府,___縣(市)動物防疫所,,,,,,,2012-12-19
1482738,Section,組,,縣(市)政府,___縣(市)立體育場,,,,,,,2012-12-19
1482739,Section,組,,縣(市)政府,___縣(市)立圖書館,,,,,,,2012-12-19
1482740,Section,股,,縣(市)政府,___縣___鄉(鎮市)戶政事務所,,,,,,,2012-12-19
1482741,Section,股,,縣(市)政府,___市___區戶政事務所,,,,,,,2012-12-19
1482742,Section,課,,縣(市)政府,___縣(市) ___地政事務所,,,,,,,2012-12-19
1482743,Section,組,,縣(市)政府,殯葬管理所,,,,,,,2012-12-19
1482745,Section,處、室,,縣(市)政府,,,,,,,,2012-12-19
1482747,Section,組,,縣(市)政府,___縣(市)立幼稚園,,,,,,,2012-12-19
1482748,Section,組,,縣(市)政府,___縣(市)立托兒所,,,,,,,2012-12-19
1482749,Section,組、課,,縣(市)政府,中心(勞工育樂、青少年福利服務、藝術等),,,,,,,2012-12-19
1482750,Section,組,,縣(市)政府,台南市政府無障礙福利之家,,,,,,,2012-12-19
1482751,Section,課,,鄉、鎮、市公所,鄉、鎮、市公所,,,,,,,2012-12-19
1482752,Village,村,,鄉、鎮、市公所,鄉、鎮、市公所,,,,,,,2012-12-19
1482753,Village,里,,鄉、鎮、市公所,鄉、鎮、市公所,,,,,,,2012-12-19
1482754,Section,課,,縣(市)政府,___市___區公所,,,,,,,2012-12-19
1482755,Village,里,,縣(市)政府,___市___區公所,,,,,,,2012-12-19
1482756,Neighborhood,鄰,,縣(市)政府,___市___區公所,,,,,,,2012-12-19
1482757,Director,分署長,,,,,,,,,,2012-12-19
1482758,Deputy Director,副分署長,,,,,,,,,,2012-12-19
1482760,Chief,科長,,直轄市政府,秘書處,,9,科,Division,股,Section,2012-12-19
1482761,Chief,科長,,直轄市政府,民政局,,9,科,Division,股,Section,2012-12-19
1482762,Chief,科長,,直轄市政府,財政局,,9,科,Division,股,Section,2012-12-19
1482763,Chief,科長,,直轄市政府,教育局,,9,科,Division,股,Section,2012-12-19
1482764,Chief,科長,,直轄市政府,建設局,,9,科,Division,股,Section,2012-12-19
1482765,Chief,科長,,直轄市政府,海洋局,,9,科,Division,股,Section,2012-12-19
1482766,Chief,科長,,直轄市政府,都市發展局,,9,科,Division,股,Section,2012-12-19
1482767,Chief,處長,,直轄市政府,都市發展局,,9-10,處,Department,課,Section,2012-12-19
1482768,Chief,主任,,直轄市政府,都市發展局,,9,室,Office,股,Section,2012-12-19
1482769,Chief,處長,,直轄市政府,工務局,,9-10,建築管理處,Department of Building Affairs,課,Section,2012-12-19
1482770,Chief,處長,,直轄市政府,工務局,,9,工程企劃處,Department of Planning,課,Section,2012-12-19
1482771,Chief,主任,,直轄市政府,工務局,,9,室,Office,股,Section,2012-12-19
1482772,Chief,科長,,直轄市政府,社會局,,9,科,Division,股,Section,2012-12-19
1482773,Chief,科長,,直轄市政府,勞工局,,9,科,Division,股,Section,2012-12-19
1482774,Chief,科長,,直轄市政府,警察局,,警正一階,科,Division,股,Section,2012-12-19
1482775,Chief,科長,,直轄市政府,消防局,,9,科,Division,股,Section,2012-12-19
1482776,Chief,主任,,直轄市政府,消防局,,9(警正),室,Office,股,Section,2012-12-19
1482777,Commander,大隊長,,直轄市政府,消防局,,警正,南/北區救災救護大隊,Southern / Northern District Emergency Rescue Corps,組,Section,2012-12-19
1482778,Center,中心,,直轄市政府,消防局,,,南/北區救災救護大隊,Southern / Northern District Emergency Rescue Corps,,,2012-12-19
1482779,Division Chief,科長,,直轄市政府,衛生局,,9,科,Division,股,Section,2012-12-19
1482780,Division Chief,主任,,直轄市政府,衛生局,,9,室,Office,股,Section,2012-12-19
1482781,Chief,科長,,直轄市政府,環境保護局,,9,科,Division,股,Section,2012-12-19
1482782,Chief,主任,,直轄市政府,環境保護局,,9,室,Office,股,Section,2012-12-19
1482783,Chief,科長,,直轄市政府,捷運工程局,,9,科,Division,股,Section,2012-12-19
1482784,Chief,主任,,直轄市政府,捷運工程局,,9,室,Office,股,Section,2012-12-19
1482785,Chief,科長,,直轄市政府,文化局,,9,科,Division,課,Section,2012-12-19
1482786,Chief,科長,,直轄市政府,交通局,,9,科,Division,股,Section,2012-12-19
1482787,Chief,主任,,直轄市政府,交通局,,9,室,Office,股,Section,2012-12-19
1482788,Chief,處長,,直轄市政府,交通局,,9-10,交通事件裁決處,Traffic Violation Arbitration Office,課,Section,2012-12-19
1482789,Chief,科長,,直轄市政府,兵役處,,9,科,Division,股,Section,2012-12-19
1482790,Chief,科長,,直轄市政府,地政處,,9,科,Division,股,Section,2012-12-19
1482791,Chief,科長,,直轄市政府(以高雄市為例),新聞處,,9,科,Division,股,Section,2012-12-19
1482792,Director,處長,,直轄市政府,市立空中大學,,,處,Division,組,Section,2012-12-19
1482793,Chief,科長,,直轄市政府(以高雄市為例),財政局,,8,稅捐稽徵處,Revenue Service Office,科,Section,2012-12-19
1482794,Chief,主任,,直轄市政府(以高雄市為例),財政局,,8,稅捐稽徵處,Revenue Service Office,室,Section,2012-12-19
1482795,Chief,主任,,直轄市政府(以高雄市為例),財政局,,8-9,稅捐稽徵處,Revenue Service Office,分處,Branch,2012-12-19
1482796,Chief,科長,,直轄市政府(以高雄市為例),工務局,,8,新建工程處,Construction Office,科,Section,2012-12-19
1482797,Chief,主任,,直轄市政府(以高雄市為例),工務局,,8,新建工程處,Construction Office,室,Section,2012-12-19
1482798,Chief,科長,,直轄市政府(以高雄市為例),工務局,,8,養護工程處,Maintenance Office,科,Section,2012-12-19
1482799,Commander,大隊長,,直轄市政府(以高雄市為例),工務局,,9,養護工程處,Maintenance Office,養護工程大隊,Corps,2012-12-19
1482800,Chief,科長,,直轄市政府(以高雄市為例),工務局,,8,下水道工程處,Sewage Systems Office,科,Section,2012-12-19
1482801,Chief,組長,,直轄市政府(以高雄市為例),警察局,,警正二階,分局,Precinct,組,Section,2012-12-19
1482802,Chief,主任,,直轄市政府(以高雄市為例),警察局,,警正二階,分局,Precinct,室,Section,2012-12-19
1482803,Chief,組長,,直轄市政府(以高雄市為例),警察局,,警正二階,大隊,Corps,組,Section,2012-12-19
1482804,Chief,主任,,直轄市政府(以高雄市為例),警察局,,警正二階,大隊,Corps,室,Section,2012-12-19
1482805,Squad,小隊,,直轄市政府(以高雄市為例),警察局,,,大隊,Corps,室,Section,2012-12-19
1482806,Chief,主任,,直轄市政府(以高雄市為例),衛生局,,8-9,各市立醫院,,室,Section,2012-12-19
1482807,Director,處長,,縣(市)政府,縣(市)政府,,10-11,處,Department,科,Section,2012-12-19
1482808,Station,分駐所,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,分局,Precinct,,,2012-12-19
1482809,Station,派出所,,縣(市)政府,1.___縣(市)警察局 2.___縣(市)政府警察局,,,分局,Precinct,,,2012-12-19
1482810,Commander,大隊長,,縣(市)政府,1.___縣(市)消防局 2.___縣政府消防局,,,大隊,Corps,分隊,Branch,2012-12-19
1507485,Free of Charge,免費,,,,,,,,,,2012-11-26
1507486,Youth Counseling Committee,少年輔導委員會,,,,,,,,,,2012-11-26
1507487,Board of Directors,董事會室,,,,,,,,,,2012-11-26
1507488,Product Label,產品標籤,,,,,,,,,,2012-11-26
1507489,Post Office Giro Number,郵政劃撥帳號,,,,,,,,,,2012-11-26
1507490,Groundbreaking Ceremony,動土典禮,,,,,,,,,,2012-11-26
1507491,Grand Opening Ceremony,開幕儀式,,,,,,,,,,2012-11-26
1507492,Union,工會,,,,,,,,,,2012-11-26
1507493,Business Management,公共造產事業,,,,,,,,,,2012-11-26
1507494,Water Information Center,水情中心,,,,,,,,,,2012-11-26
1507495,Auto-circulating Area,自動化循環水區,,,,,,,,,,2012-11-26
1507496,Sand Sink Pool,沈砂池,,,,,,,,,,2012-11-26
1507497,Community Revitalization Resource Center,社區總體營造資源中心,,,,,,,,,,2012-11-26
1507498,Non-destructive Testing Team,非破壞檢測隊,,,,,,,,,,2012-11-26
1507499,Armory,軍械室,,,,,,,,,,2012-11-26
1507500,Reclaimed Land,海埔新生地,,,,,,,,,,2012-11-26
1507501,Call Record Statements,通話明細,,,,,,,,,,2012-11-26
1507502,Sticky Rice Balls (Soup),湯圓,,,,,,,,,,2012-11-26
1507503,Inter Messenger,傳訊王,,,,,,,,,,2012-11-26
1507504,Farmers and Consumers Service Center,農友暨消費者服務中心,,,,,,,,,,2012-11-26
1507505,Changhua County Government Chengong Office Park,彰化縣政府成功營區,,,,,,,,,,2012-11-26
1507506,Administrative Coordination Center,調查組行政協調中心,,,,,,,,,,2012-11-26
1507507,Employee’s Benefit Committee of Headquarters,總處福利會,,,,,,,,,,2012-11-26
1507508,Friends of the Police Association,警友會,,,,,,,,,,2012-11-26
1507509,Questionnaires,顧客問卷調查表,,,,,,,,,,2012-11-26
1507510,Ballot Tabulation Center,電腦計票中心,,,,,,,,,,2012-11-26
1507511,Broadcasting Studio,播音室,,,,,,,,,,2012-11-26
1507512,Student Clubs,社團辦公室,,,,,,,,,,2012-11-26
1507513,"Plumbing, Electricity and Audio Equipment Management Services",水電、音響維護管理業務,,,,,,,,,,2012-11-26
1507514,Credit Check and Collateral Appraisal,徵信人員調查及估價,,,,,,,,,,2012-11-26
1507515,Ballot Tabulation Center,選務計票中心,,,,,,,,,,2012-11-26
1507516,Sponsorship Guidelines,補助要點,,,,,,,,,,2012-11-26
1507517,Athletic Association,體育會,,,,,,,,,,2012-11-26
1507518,Chinese Forestry Association,中華林學會,,,,,,,,,,2012-11-26
1507519,Retired Public Employees Association,公教退休人員協會,,,,,,,,,,2012-11-26
1507520,Winter Solstice,冬至,,,,,,,,,,2012-11-26
1507521,Military Service Association,兵役協會,,,,,,,,,,2012-11-26
1507522,Community Planning Information,社區規劃工作站,,,,,,,,,,2012-11-26
1507523,Performing Arts Review,表演藝術雜誌社,,,,,,,,,,2012-11-26
1507524,Forebay,前池,,,,,,,,,,2012-11-26
1507525,Consumer Center,消費者中心,,,,,,,,,,2012-11-26
1507526,Industrial Labor Union,產業工會,,,,,,,,,,2012-11-26
1507527,Remarks,備註,,,,,,,,,,2012-11-26
1507528,Scouts Council,童子軍理事會,,,,,,,,,,2012-11-26
1507529,Microwave Station,微波台,,,,,,,,,,2012-11-26
1507530,Chunghwa Telecom Women’s Basketball Team,電信女籃隊,,,,,,,,,,2012-11-26
1507531,Employee Benefits Association,福利總會,,,,,,,,,,2012-11-26
1507532,Equipment Construction Center,機械建設中心,,,,,,,,,,2012-11-26
1507533,"___ Branch, Friends of the Police Association",警友支會,,,,,,,,,,2012-11-26
1507534,Voice of Police Magazine,警聲雜誌社,,,,,,,,,,2012-11-26
1507535,Military Reserves’ Service Center,後備軍人服務中心,,,,,,,,,,2012-11-26
