ID,英文名稱,中文名稱,圖片,備註,更新日期
3159520,Asian Financial Crisis,亞洲金融風暴　,,,2017-07-20
3159521,Asia-Pacific Economic Cooperation｛=APEC｝,亞太經濟合作,,,2017-07-20
3159522,Association of Southeast Asian Nations｛=ASEAN｝,東南亞國家協會,,,2017-07-20
3159523,Association of World Citizens｛=AWC｝,世界公民總會,,,2017-07-20
3159524,atlas,地圖集,,,2017-07-20
3159525,atmosphere,大氣圈　,,,2017-07-20
3159526,atmospheric circulation,大氣環流,,,2017-07-20
3159527,atmospheric pressure,[大]氣壓[力],,,2017-07-20
3159528,atoll,環礁,,,2017-07-20
3159529,attribute data,屬性資料,,,2017-07-20
3159530,Austro-Asiatic languages,南亞語系　,,,2017-07-20
3159531,Austronesian languages,南島語系　,,,2017-07-20
3159532,AWC｛Association of World Citizens｝,世界公民總會,,,2017-07-20
3159533,azimuthal projection,方位[角]投影；[正]方位投影,,,2017-07-20
3159534,azonal soil,泛域土,,,2017-07-20
3159535,Baba,峇峇　,,,2017-07-20
3159536,Baby boom,嬰兒潮,,,2017-07-20
3159537,backshore zone,後濱區,,,2017-07-20
3159538,bar chart,長條圖,,,2017-07-20
3159539,barranca,乾谷,,,2017-07-20
3159540,barrier reef,堡礁,,,2017-07-20
3159541,base level,侵蝕基準面,,,2017-07-20
3159542,base map,底圖,,,2017-07-20
3159543,base-levelled surface,侵蝕基準面,,,2017-07-20
3159544,basin,盆地,,,2017-07-20
3159545,beach,海灘,,,2017-07-20
3159546,bearing,方位[角法],,,2017-07-20
3159547,Bedouin,貝都因人,,,2017-07-20
3159548,bedrock,底岩,,,2017-07-20
3159549,beheaded river,斷頭河　,,,2017-07-20
3159550,Benguela Current,本吉拉洋流,,,2017-07-20
3159551,biodiversity,生物多樣性　,,,2017-07-20
3159552,biogeography,生物地理學,,,2017-07-20
3159553,biomass energy,生質能　,,,2017-07-20
3159554,biome,生物群落,,,2017-07-20
3159555,biosphere,生物圈　,,,2017-07-20
3159556,biotechnology,生物科技,,,2017-07-20
3159557,birth rate,出生率,,,2017-07-20
3159558,Black Plague,黑死病,,,2017-07-20
3159559,black soil,黑土,,,2017-07-20
3159560,blind valley,盲谷,,,2017-07-20
3159561,blowouts,風蝕窪地　,,,2017-07-20
3159562,boreal forest,寒帶針葉林　,,,2017-07-20
3159563,boundary cooperation area,邊界合作區,,,2017-07-20
3159564,Brahmans,婆羅門,,,2017-07-20
3159565,breaking line,浪裂線　,,,2017-07-20
3159566,breaking wave,碎浪　,,,2017-07-20
3159567,BRICs (Brazil、Russia、India、China),金磚四國,,,2017-07-20
3159568,British Commonwealth,大英國協,,,2017-07-20
3159569,broadleafed forest,闊葉林,,,2017-07-20
3159570,broken line graph,折線圖,,,2017-07-20
3159571,brown earth,環域,,,2017-07-20
3159572,BRT｛Bus Rapid Transit｝,公車捷運系統,,,2017-07-20
3159573,Bubble economy,泡沫經濟　,,,2017-07-20
3159574,buffer,環域,,,2017-07-20
3159575,buffer zone,環域　,,,2017-07-20
3159576,buffering,環域分析,,,2017-07-20
3159577,building coverage ratio,建蔽率　,,,2017-07-20
3159578,Bus Rapid Transit｛=BRT｝,公車捷運系統,,,2017-07-20
3159579,Bushman,布希曼人,,,2017-07-20
3159580,CACM｛Central American Common Market｝,中美洲共同市場,,,2017-07-20
3159581,cadastral map,地籍圖　,,,2017-07-20
3159582,calcification,鈣化[作用]　,,,2017-07-20
3159583,Cambridge Phenomenon,劍橋現象,,,2017-07-20
3159584,canyon,峽谷,,,2017-07-20
3159585,CAP｛Common Agricultural Policy｝,共同農業政策,,,2017-07-20
3159586,cape,岬角,,,2017-07-20
3159587,capital intensive,資本密集,,,2017-07-20
3159588,Capitalism,資本主義　,,,2017-07-20
3159589,captured stream,被搶河,,,2017-07-20
3159590,carbon cycle,碳循環　,,,2017-07-20
3159591,carbon tax,碳稅　,,,2017-07-20
3159592,Caribbean Community｛=CARICOM｝,加勒比海共同體,,,2017-07-20
3159593,CARICOM｛Caribbean Community｝,加勒比海共同體,,,2017-07-20
3159594,carrying capacity,負載力,,,2017-07-20
3159595,cartography,地圖學,,,2017-07-20
3159596,CAS｛Certified Agriculture Standards｝,優良農產品標準,,,2017-07-20
3159597,Caste System,種姓制度　,,,2017-07-20
3159598,catchment,集水區,,,2017-07-20
3159599,Caucasian languages,高加索語系　,,,2017-07-20
3159600,cave,[地下]洞穴,,,2017-07-20
3159601,CBD｛central business district｝,中心商業區,,,2017-07-20
3159602,Celtic Tiger,凱爾特之虎,,,2017-07-20
3159603,Central American Common Market｛=CACM｝,中美洲共同市場,,,2017-07-20
3159604,central business district｛=CBD｝,中心商業區,,,2017-07-20
3159605,central meridian,中央經線 ,,,2017-07-20
3159606,central place,中地　,,,2017-07-20
3159607,central place system,中地體系,,,2017-07-20
3159608,central place theory,中地理論,,,2017-07-20
3159609,Certified Agriculture Standards｛=CAS｝,優良農產品標準,,,2017-07-20
3159610,chemical weathering,化學風化,,,2017-07-20
3159611,chernozem,黑鈣土,,,2017-07-20
3159612,chessboard rock,豆腐岩,,,2017-07-20
3159613,chestnut soil,栗鈣土,,,2017-07-20
3159614,Chinook,欽諾克風　,,,2017-07-20
3159615,cholopleth map,面量圖,,,2017-07-20
3159616,Christianity,基督教　,,,2017-07-20
3159617,cirque,冰斗,,,2017-07-20
3159618,city,都市,,,2017-07-20
3159619,civilized city,文明都市,,,2017-07-20
3159620,claimed tidal flat,海埔地,,,2017-07-20
3159621,clay,黏土；黏粒,,,2017-07-20
3159622,climate,氣候,,,2017-07-20
3159623,climate change,氣候變遷,,,2017-07-20
3159624,climate classification,氣候分類　,,,2017-07-20
3159625,climatology,氣候學,,,2017-07-20
3159626,close system,封閉系統,,,2017-07-20
3159627,closed questionnaire,封閉式問卷,,,2017-07-20
3159628,CMEA｛Council for Mutual Economic Assistance｝,經濟互助委員會,,,2017-07-20
3159629,coast,海岸,,,2017-07-20
3159630,coast line,海岸線,,,2017-07-20
3159631,coastal dune,海岸沙丘,,,2017-07-20
3159632,Coastal Range,海岸山脈,,,2017-07-20
3159633,cockpit,錐丘,,,2017-07-20
3159634,cold current,寒流；冷洋流,,,2017-07-20
3159635,cold front,冷鋒　,,,2017-07-20
3159636,cold wave,寒潮,,,2017-07-20
3159637,collective farm,集體農場,,,2017-07-20
3159638,Color revolutions,顏色革命,,,2017-07-20
3159639,column,石柱　,,,2017-07-20
3159640,co-management,共管,,,2017-07-20
3159641,Comisión Econémica para América Latina y el Caribe｛=ECLAC｝,拉丁美洲暨加勒比海經濟委員會,,,2017-07-20
3159642,commercial agriculture,商業性農業　,,,2017-07-20
3159643,commercial area,商圈　,,,2017-07-20
3159644,commercial district,商業區　,,,2017-07-20
3159645,commercial farming,商業性農業,,,2017-07-20
3159646,commercial grain farming,商業性穀物農業　,,,2017-07-20
3159647,Committee on Regional Trade Agreements,區域貿易協定委員會,,,2017-07-20
3159648,Common Agricultural Policy｛=CAP｝,共同農業政策,,,2017-07-20
3159649,Common Market,共同市場　,,,2017-07-20
3159650,Commonwealth of Nations,大英國協　,,,2017-07-20
3159651,community,社區　,,,2017-07-20
3159652,Community Architecture,社區建築,,,2017-07-20
3159653,Community Construction,社區營造　,,,2017-07-20
3159654,community development,社區發展,,,2017-07-20
3159655,Community Development Association,社區發展協會　,,,2017-07-20
3159656,comparative advantage,比較利益,,,2017-07-20
3159657,concave bank,凹岸　,,,2017-07-20
3159658,concentric zone model,同心圓模式,,,2017-07-20
3159659,condensation,凝結[作用],,,2017-07-20
3159660,confined groundwater,受壓地下水,,,2017-07-20
3159661,conformal projection,等角投影；正形投影,,,2017-07-20
3159662,conic projection,圓錐投影,,,2017-07-20
3159663,conical volcano,錐狀火山　,,,2017-07-20
3159664,coniferous forest,針葉林,,,2017-07-20
3159665,conservation,保育,,,2017-07-20
3159666,consumer,消費者,,,2017-07-20
3159667,consumer electronics,消費性電子產品,,,2017-07-20
3159668,consumer services,消費性服務　,,,2017-07-20
3159669,continental glacier,大陸冰河　,,,2017-07-20
3159670,continental shelf,大陸棚　,,,2017-07-20
3159671,contour line,等高線,,,2017-07-20
3159672,contour map,等高線圖　,,,2017-07-20
3159673,convective rain,對流雨,,,2017-07-20
3159674,convex bank,凸岸　,,,2017-07-20
3159675,Cooperation Council for the Arab States of the Gulf｛=GCC｝,波斯灣合作會議,,,2017-07-20
3159676,coordinate system,座標系統,,,2017-07-20
3159677,coral leaching,珊瑚白化 ,,,2017-07-20
3159678,coral-reef coast,珊瑚礁海岸,,,2017-07-20
3159679,Coriolis effect,柯氏效應,,,2017-07-20
3159680,Coriolis force,柯氏力,,,2017-07-20
3159681,corrosion,溶蝕[作用],,,2017-07-20
3159682,Council for Mutual Economic Assistance｛=CMEA｝,經濟互助委員會,,,2017-07-20
3159683,Council for Security Cooperation in the Asia Pacific｛=CSCAP｝,亞太安全合作理事會,,,2017-07-20
3159684,country and town plan,鄉鎮計畫,,,2017-07-20
3159685,crater,火山口,,,2017-07-20
3159686,crater lake,火口湖,,,2017-07-20
3159687,creep,潛移,,,2017-07-20
3159688,crescent dune,新月丘,,,2017-07-20
3159689,Cross-Border Cooperation,跨境合作,,,2017-07-20
3159690,CSCAP｛Council for Security Cooperation in the Asia Pacific｝,亞太安全合作理事會,,,2017-07-20
3159691,cuesta,單面山,,,2017-07-20
3159692,cultural landscape,文化景觀,,,2017-07-20
3159693,cultural pot,文化熔爐,,,2017-07-20
3159694,Culture Area,文化區,,,2017-07-20
3159695,currency area,貨幣區　,,,2017-07-20
3159696,Customs Union,關稅同盟,,,2017-07-20
3159697,cycle of erosion,侵蝕輪迴,,,2017-07-20
3159698,cyclone,氣旋,,,2017-07-20
3159699,cyclonic rain,氣旋雨,,,2017-07-20
3159700,cylindrical projection,圓柱投影　,,,2017-07-20
3159701,dammed lake,堰塞湖 ,,,2017-07-20
3159702,death rate,死亡率,,,2017-07-20
3159703,debris flow,土石流,,,2017-07-20
3159704,decomposer,分解者,,,2017-07-20
3159705,deepening process,加深作用,,,2017-07-20
3159706,deindustrialization,去工業化,,,2017-07-20
3159707,delta,三角洲　,,,2017-07-20
3159708,delta coast,三角洲海岸,,,2017-07-20
3159709,DEM｛digital elevation model｝,數值高程模型,,,2017-07-20
3159710,demographic transition,人口轉型　,,,2017-07-20
3159711,denationalization,去國家化,,,2017-07-20
3159712,dengue fever,登革熱,,,2017-07-20
3159713,dependent population,依賴人口　,,,2017-07-20
3159714,deposition,堆積[作用],,,2017-07-20
3159715,desert,沙漠,,,2017-07-20
3159716,desert climate,沙漠氣候,,,2017-07-20
3159717,desert soil,荒漠土　,,,2017-07-20
3159718,desertification,沙漠化,,,2017-07-20
3159719,deterritorialization,去領域化　,,,2017-07-20
3159720,deurbanization,去都市化,,,2017-07-20
3159721,Developed Country,已發展國家,,,2017-07-20
3159722,Developing Country,發展中國家,,,2017-07-20
3159723,dairy farming,酪農業　,,,2017-07-26
3159724,differential erosion,差異侵蝕　,,,2017-07-20
3159725,digital city,數位都市　,,,2017-07-20
3159726,digital divide,數位落差　,,,2017-07-20
3159727,digital earth,數位地球,,,2017-07-20
3159728,digital elevation model｛=DEM｝,數值高程模型,,,2017-07-20
3159729,digital map,數值地圖,,,2017-07-20
3159730,digital terrain model｛=DEM｝,數值地形模型,,,2017-07-20
3159731,dioxin,戴奧辛　,,,2017-07-20
3159732,discharge hydrograph,流量歷線,,,2017-07-20
3159733,discount store,廉價商店　,,,2017-07-20
3159734,disintegration,崩解,,,2017-07-20
3159735,diverted stream,改向河,,,2017-07-20
3159736,division of labor,分工,,,2017-07-20
3159737,doldrums,赤道無風帶　,,,2017-07-20
3159738,doline,滲穴,,,2017-07-20
3159739,dormant volcano,休火山,,,2017-07-20
3159740,dot map,點子圖,,,2017-07-20
3159741,drainage system,水系,,,2017-07-20
3159742,Dravidian languages,達羅毗荼語系　,,,2017-07-20
3159743,drip irrigation,滴灌[法],,,2017-07-20
3159744,drowned valley,溺谷,,,2017-07-20
3159745,drumlin,鼓丘 ,,,2017-07-20
3159746,dryland farming,乾耕；旱作農業,,,2017-07-20
3159747,DTM｛digital terrain model｝,數值地形模型,,,2017-07-20
3159748,dune,沙丘,,,2017-07-20
3159749,dust storm,沙塵暴,,,2017-07-20
3159750,dynamic equilibrium,動態平衡,,,2017-07-20
3159751,earth axis,地軸,,,2017-07-20
3159752,earth surface,地表,,,2017-07-20
3159753,Eastern church,東正教,,,2017-07-20
3159754,EC,歐洲共同體,,,2017-07-20
3159755,ECLAC｛Comisión Econémica para América Latina y el Caribe｝,拉丁美洲暨加勒比海經濟委員會,,,2017-07-20
3159756,Eco-city,生態都市　,,,2017-07-20
3159757,ecological agriculture,生態農業,,,2017-07-20
3159758,ecological analysis,生態分析　,,,2017-07-20
3159759,ecological balance,生態平衡,,,2017-07-20
3159760,Ecological Community,生態社區　,,,2017-07-20
3159761,ecological deficit,生態赤字,,,2017-07-20
3159762,ecological footprint,生態足跡,,,2017-07-20
3159763,Economic Cooperation Greater Mekong Sub-region｛=GMS｝,大湄公河次區域經濟合作,,,2017-07-20
3159764,economic goegraphy,經濟地理學,,,2017-07-20
3159765,Economic Partnership Agreement｛=EPA｝,經濟夥伴關係協定,,,2017-07-20
3159766,Economic Union,經濟同盟　,,,2017-07-20
3159767,economies of scale,規模經濟,,,2017-07-20
3159768,ecosystem,生態系統,,,2017-07-20
3159769,ecotourism,生態旅遊　,,,2017-07-20
3159770,ECSC｛European Coal and Steel Community｝,歐洲煤鋼共同體,,,2017-07-20
3159771,EEC｛European Economic Community｝,歐洲經濟共同體,,,2017-07-20
3159772,EFTA｛European Free Trade Association｝,歐洲自由貿易協會,,,2017-07-20
3159773,EIA｛Environmental Impact Assessment ｝,環境影響評估,,,2017-07-20
3159774,El Niño,聖嬰現象　,,,2017-07-20
3159775,elbow of capture,襲奪灣；搶水灣,,,2017-07-20
3159776,electrical conductivity,電導度,,,2017-07-20
3159777,emigration,遷出,,,2017-07-20
3159778,empowerment,賦權　,,,2017-07-20
3159779,EMU｛European Coal and Steel Community｝,歐洲貨幣聯盟,,,2017-07-20
3159780,enclosure movement,圈地運動　,,,2017-07-20
3159781,end moraine,端磧,,,2017-07-20
3159782,endemic,地方病,,,2017-07-20
3159783,endogenetic process,內營力,,,2017-07-20
3159784,energy,能量,,,2017-07-20
3159785,entisol,新成土,,,2017-07-20
3159786,Environment Impact Statement,環境影響說明書　,,,2017-07-20
3159787,environmental carrying capacit,環境負載力,,,2017-07-20
3159788,Environmental Impact Assessment｛=EIA｝,環境影響評估,,,2017-07-20
3159789,EOIs｛export-oriented industries｝,出口導向產業,,,2017-07-20
3159790,EPA｛Economic Partnership Agreement｝,經濟夥伴關係協定,,,2017-07-20
3159791,epicenter,震央,,,2017-07-20
3159792,equation of time,時差　,,,2017-07-20
3159793,equator,赤道,,,2017-07-20
3159794,equatorial trough,赤道低壓帶　,,,2017-07-20
3159795,equidistant projection,等距投影,,,2017-07-20
3159796,equivalent projection,等積投影　　,,,2017-07-20
3159797,erosion,侵蝕　,,,2017-07-20
3159798,erosion cycle,侵蝕輪迴,,,2017-07-20
3159799,eruption,噴發,,,2017-07-20
3159800,esker,蛇丘,,,2017-07-20
3159801,EU｛European Union｝,歐洲聯盟,,,2017-07-20
3159802,EURATOM｛European Atomic Energy Community｝,歐洲原子能共同體,,,2017-07-20
3159803,Euro,歐元,,,2017-07-20
3159804,European Atomic Energy Community｛=EURATOM｝,歐洲原子能共同體,,,2017-07-20
3159805,European Central Bank,歐洲中央銀行,,,2017-07-20
3159806,European Coal and Steel Community｛=ECSC｝,歐洲煤鋼共同體,,,2017-07-20
3159807,European Commission,歐洲執行委員會,,,2017-07-20
3159808,European Community｛=EC｝,歐洲共同體,,,2017-07-20
3159809,European Economic Community｛=EEC｝,歐洲經濟共同體,,,2017-07-20
3159810,European Free Trade Association｛=EFTA｝,歐洲自由貿易協會,,,2017-07-20
3159811,European Monetary Union｛=EMU｝,歐洲貨幣聯盟,,,2017-07-20
3159812,European Parliament,歐洲議會　,,,2017-07-20
3159813,European Union｛=EU｝,歐洲聯盟,,,2017-07-20
3159814,eutrophication,優養化,,,2017-07-20
3159815,evaporation,蒸發[作用]　,,,2017-07-20
3159816,evapotranspiration,蒸發散[作用]　,,,2017-07-20
3159817,exfoliation,鱗剝[作用],,,2017-07-20
3159818,exfoliation boulder,鱗剝巨礫,,,2017-07-20
3159819,exfoliation dome,鱗剝穹丘,,,2017-07-20
3159820,exogenetic process,外營力,,,2017-07-20
3159821,export processing zone,加工出口區,,,2017-07-20
3159822,export-oriented industries｛=EOIs｝,出口導向產業,,,2017-07-20
3159823,extensive agriculture,粗放農業,,,2017-07-20
3159824,extinct volcano,死火山,,,2017-07-20
3159825,extreme temperature,極端溫度,,,2017-07-20
3159826,extrusion,噴出[作用],,,2017-07-20
3159827,fall,墜落；落石,,,2017-07-20
3159828,fallowing,休耕,,,2017-07-20
3159829,FAO｛Food and Agriculture Organization of the United Nations｝,聯合國糧食暨農業組織,,,2017-07-20
3159830,fault,斷層,,,2017-07-20
3159831,fault coast,斷層海岸,,,2017-07-20
3159832,fault scarp,斷層崖,,,2017-07-20
3159833,FCCC｛Framework Convention on Climate Change｝,氣候變化綱要公約,,,2017-07-20
3159834,FDI｛foreign direct investent｝,外國直接投資,,,2017-07-20
3159835,feedback,回饋,,,2017-07-20
3159836,ferrallitisation,鐵鋁化作用,,,2017-07-20
3159837,financial center,金融中心　,,,2017-07-20
3159838,fishing ground,漁場　,,,2017-07-20
3159839,fjord,峽灣　,,,2017-07-20
3159840,fjord coast,峽灣海岸,,,2017-07-20
3159841,flexible production,彈性生產　,,,2017-07-20
3159842,flood peak,洪峰,,,2017-07-20
3159843,flood plain,氾濫平原,,,2017-07-20
3159844,floor area ratio,容積率　,,,2017-07-20
3159845,flow map,流線圖,,,2017-07-20
3159846,fluvial terrace,河階,,,2017-07-20
3159847,foehn,焚風,,,2017-07-20
3159848,fold,褶曲；褶皺,,,2017-07-20
3159849,Food and Agriculture Organization of the United Nations｛=FAO｝,聯合國糧食暨農業組織　,,,2017-07-20
3159850,forced migration,強迫遷移,,,2017-07-20
3159851,Fordism,福特主義　,,,2017-07-20
3159852,Fordism production,福特主義生產方式,,,2017-07-20
3159853,foreign direct investent｛=FDI｝,外國直接投資,,,2017-07-20
3159854,Foreign worker,外籍勞工　,,,2017-07-20
3159855,foreshore zone,前濱區,,,2017-07-20
3159856,Framework Convention on Climate Change｛=FCCC｝,氣候變化綱要公約　,,,2017-07-20
3159857,free groundwater,自由地下水,,,2017-07-20
3159858,free migration,自由遷移,,,2017-07-20
3159859,Free Trade Agreement｛=FTA｝,自由貿易協定,,,2017-07-20
3159860,Free Trade Area of the Americas｛=FTAA｝,美洲自由貿易區,,,2017-07-20
3159861,Free Trade Area｛=FTA｝,自由貿易區,,,2017-07-20
3159862,frigid zone climate,寒帶氣候,,,2017-07-20
3159863,fringing reef,裙礁,,,2017-07-20
3159864,front,鋒面　,,,2017-07-20
3159865,frontal rain,鋒面雨,,,2017-07-20
3159866,frozen soil,凍土　,,,2017-07-20
3159867,FTA｛=Free Trade Agreement｝,自由貿易協定,,,2017-07-20
3159868,FTA｛=Free Trade Area｝,自由貿易區,,,2017-07-20
3159869,FTAA｛Free Trade Area of the Americas｝,美洲自由貿易區,,,2017-07-20
3159870,G8｛Group of Eight｝,八大工業國家組織,,,2017-07-20
3159871,garden city,花園都市,,,2017-07-20
3159872,gathering industries,採集業,,,2017-07-20
3159873,GATT｛General Agreement on Tariffs and Trade｝,關稅暨貿易總協定,,,2017-07-20
3159874,Gaucho,高卓人　,,,2017-07-20
3159875,GCC｛Cooperation Council for the Arab States of the Gulf ｝,波斯灣合作會議,,,2017-07-20
3159876,GCC｛Gulf Cooperation Council｝,海灣合作理事會,,,2017-07-20
3159877,GDP｛gross domestic product｝,國內生產毛額,,,2017-07-20
3159878,gelisols,冰凍土,,,2017-07-20
3159879,General Agreement on Tariffs and Trade｛GATT｝,關稅暨貿易總協定,,,2017-07-20
3159880,general circulation,大氣環流,,,2017-07-20
3159881,general geography,地學通論,,,2017-07-20
3159882,general map,普通地圖,,,2017-07-20
3159883,geographic grid,地理網線,,,2017-07-20
3159884,geographic information system｛GIS｝,地理資訊系統,,,2017-07-20
3159885,geography,地理學,,,2017-07-20
3159886,Geography of Asia,亞洲地理,,,2017-07-20
3159887,geography of China,中國地理,,,2017-07-20
3159888,Geography of Latin America,拉丁美洲地理,,,2017-07-20
3159889,geomorphic change,地形變遷　,,,2017-07-20
3159890,geomorphology,地形學,,,2017-07-20
3159891,ghetto,少數族群區,,,2017-07-20
3159892,GIS｛geographic information system｝,地理資訊系統,,,2017-07-20
3159893,glacial lake,冰蝕湖,,,2017-07-20
3159894,glacial trough,冰河槽,,,2017-07-20
3159895,glaciation,冰河[作用],,,2017-07-20
3159896,glacier,冰河,,,2017-07-20
3159897,glation,潛育化作用,,,2017-07-20
3159898,global city,全球都市,,,2017-07-20
3159899,global division of labor,全球分工,,,2017-07-20
3159900,Global Positioning System｛=GPS｝,全球衛星定位系統,,,2017-07-20
3159901,global village,地球村,,,2017-07-20
3159902,global warming,全球暖化,,,2017-07-20
3159903,globalization,全球化,,,2017-07-20
3159904,glocalization,全球在地化,,,2017-07-20
3159905,GMS｛Economic Cooperation Greater Mekong Sub-region｝,大湄公河次區域經濟合作,,,2017-07-20
3159906,gnomonic projection,日昝投影,,,2017-07-20
3159907,GNP｛gross national product｝,國民生產毛額,,,2017-07-20
3159908,gorge,峽谷　,,,2017-07-20
3159909,GPS｛Global Positioning System｝,全球衛星定位系統,,,2017-07-20
3159910,graben,地塹,,,2017-07-20
3159911,gradation,均夷作用　,,,2017-07-20
3159912,graded profile,均夷剖面,,,2017-07-20
3159913,graded river,均夷河,,,2017-07-20
3159914,gradient,坡降,,,2017-07-20
3159915,Grameen Bank,格萊閩銀行,,,2017-07-20
3159916,graticule,經緯網格,,,2017-07-20
3159917,gravel beach,礫灘,,,2017-07-20
3159918,gravel desert,礫漠,,,2017-07-20
3159919,great circle,大圓,,,2017-07-20
3159920,green belt,綠帶　,,,2017-07-20
3159921,green building,綠建築,,,2017-07-20
3159922,green revolution,綠色革命,,,2017-07-20
3159923,greenhouse effect,溫室效應,,,2017-07-20
3159924,greenhouse gas,溫室氣體 ,,,2017-07-20
3159925,Greenpeace,綠色和平組織,,,2017-07-20
3159926,grid data,網格資料,,,2017-07-20
3159927,gross domestic product｛=GDP｝,國內生產毛額,,,2017-07-20
3159928,gross national product｛=GNP｝,國民生產毛額,,,2017-07-20
3159929,ground watertable,地下水面,,,2017-07-20
3159930,groundwater,地下水,,,2017-07-20
3159931,groundwater dam,地下水壩,,,2017-07-20
3159932,groundwater reservoir,地下水庫,,,2017-07-20
3159933,Group of Eight｛=G8｝,八大工業國家組織,,,2017-07-20
3159934,Growth Triangle,成長三角,,,2017-07-20
3159935,guest workers,外籍勞工,,,2017-07-20
3159936,Gulf Cooperation Council｛=GCC｝,海灣合作理事會,,,2017-07-20
3159937,hanging valley,懸谷,,,2017-07-20
3159938,hardwood,硬木　,,,2017-07-20
3159939,haze,霾,,,2017-07-20
3159940,HDI｛Human Development Index｝,人類發展程度指標,,,2017-07-20
3159941,headland,岬角,,,2017-07-20
3159942,headward erosion,向源侵蝕,,,2017-07-20
3159943,heavy industry,重工業,,,2017-07-20
3159944,hedge funds,避險基金,,,2017-07-20
3159945,hierarchical diffusion,階層擴散,,,2017-07-20
3159946,high pressure,高氣壓　,,,2017-07-20
3159947,high stationary stage,高穩定階段,,,2017-07-20
3159948,highland climate,高地氣候,,,2017-07-20
3159949,hill,丘陵,,,2017-07-20
3159950,hinterland,腹地,,,2017-07-20
3159951,histosol,有機質土,,,2017-07-20
3159952,honeycomb rock,蜂窩岩　,,,2017-07-20
3159953,horizontal integration,水平整合,,,2017-07-20
3159954,horizontal separation,水平分工　,,,2017-07-20
