ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
2928663,acceptance sampling plan,驗收取樣計畫,,验收抽样计划,2017-06-03
2928664,acceptance test,驗收試驗,,验收试验,2017-06-03
2928665,acceptor,受體；接收器,,受体,2017-06-03
2928666,acclimation,馴化,,驯化,2017-06-03
2928667,acclimation sludge,馴化污泥,,驯化污泥,2017-06-03
2928668,accumulation rate,累積速率,,累积速率,2017-06-03
2928669,accumulative crystallization,聚集結晶,,聚集结晶,2017-06-03
2928670,accuracy,準確度；準確性,,准确度,2017-06-03
2928671,acentric factor,偏心因子,,偏心因子,2017-06-03
2928672,acetal,縮醛,,醛缩醇,2017-06-03
2928673,acetal resin,縮醛樹脂,,缩醛树脂,2017-06-03
2928674,acetate film,醋酸酯膜；乙酸酯膜,,醋酯纤维薄膜,2017-06-03
2928675,acetate rayon,醋酸嫘縈；乙酸嫘縈,,醋酸人造丝,2017-06-03
2928676,acetic acid bacteria,醋酸菌,,醋酸菌,2017-06-03
2928677,acetonitrile,乙腈,,乙腈,2017-06-03
2928678,acetyl cellulose,乙酸纖維素；醋酸纖維素,,醋酸纤维素,2017-06-03
2928679,acetyl value,乙醯值,,乙酰值,2017-06-03
2928680,acetylation,乙醯化,,乙酰化,2017-06-03
2928681,acetylene black,乙炔黑,,乙炔黑,2017-06-03
2928682,achromycin,鉑黴素{四環素},,四环素,2017-06-03
2928683,acid acceptor,酸受體,,酸受体,2017-06-03
2928684,acid catalysis,酸催化,,酸催化,2017-06-03
2928685,acid chrome dye,酸性鉻媒染料,,酸性铬媒染料,2017-06-03
2928686,acid color,酸性染料,,酸性染料,2017-06-03
2928687,acid component,酸性成分,,酸性成分,2017-06-03
2928688,acid cooler,酸冷卻器,,酸冷却器,2017-06-03
2928689,acid dye,酸性染料,,酸性染料,2017-06-03
2928690,acid feed box,飼酸箱,,加酸器,2017-06-03
2928691,acid fertilizer,酸性肥料,,酸性肥料,2017-06-03
2928692,acid firebrick,酸性耐火磚,,酸性耐火砖,2017-06-03
2928693,acid fume,酸煙,,酸烟,2017-06-03
2928694,acid gas,酸性氣體,,酸性气体,2017-06-03
2928695,acid measuring tank,量酸槽,,量酸槽,2017-06-03
2928696,acid mist,酸霧,,酸雾,2017-06-03
2928697,acid number,酸值,,酸值；酸价,2017-06-03
2928698,acid process,酸法,,酸法,2017-06-03
2928699,acid pump,酸泵,,酸泵,2017-06-03
2928700,acid rain,酸雨,,酸雨,2017-06-03
2928701,acid refractory,酸性耐火材,,酸性耐火材料,2017-06-03
2928702,acid refractory brick,酸性耐火磚,,酸性耐火砖,2017-06-03
2928703,acid resistance,耐酸性,,耐酸度,2017-06-03
2928704,acid resistant,耐酸,,耐酸物,2017-06-03
2928705,acid sludge,酸性污泥,,酸性污泥,2017-06-03
2928706,acid tank,酸液儲槽,,酸槽,2017-06-03
2928707,acid tank car,酸槽車,,酸槽车,2017-06-03
2928708,acid-forming bacteria,產酸[細]菌,,成酸菌,2017-06-03
2928709,acidic catalysis,酸性催化[作用],,酸性催化[作用],2017-06-03
2928710,acidic catalyst,酸性觸媒,,酸性催化剂,2017-06-03
2928711,acidification,酸化,,酸化,2017-06-03
2928712,acidifier,酸化劑,,酸化剂；酸化器,2017-06-03
2928713,acidity,酸性；酸度,,酸度；酸性,2017-06-03
2928714,acidity index,酸度指數,,酸度指数,2017-06-03
2928715,acidity test,酸度試驗,,酸度检定,2017-06-03
2928716,acid-proof brick,耐酸磚,,耐酸砖,2017-06-03
2928717,acid-proof cement,耐酸水泥,,耐酸水泥,2017-06-03
2928718,acid-proof enamel,耐酸搪瓷,,耐酸搪瓷,2017-06-03
2928719,acid-proof paper,耐酸紙,,耐酸纸,2017-06-03
2928720,acid-proof slab,耐酸板,,耐酸板,2017-06-03
2928721,acidulant,酸化劑,,酸化剂,2017-06-03
2928722,acidulating tank,加酸槽,,酸化槽,2017-06-03
2928723,acidulation,加酸,,酸化,2017-06-03
2928724,acidulator,加酸器,,酸化器,2017-06-03
2928725,acorn oil,橡實油,,橡实油,2017-06-03
2928726,acousimeter,測聲計,,测声计,2017-06-03
2928727,acoustic control,聲控,,声控,2017-06-03
2928728,acoustic flow,聲速流動,,声速流动,2017-06-03
2928729,acoustic velocity,音速,,音速,2017-06-03
2928730,acoustics,聲學,,声学,2017-06-03
2928731,acrylic ester,丙烯酸酯,,丙烯酸酯,2017-06-03
2928732,acrylic ester rubber,丙烯酸酯橡膠,,丙烯酸酯橡胶,2017-06-03
2928733,acrylic fiber,聚丙烯腈纖維,,聚丙烯腈纤维,2017-06-03
2928734,acrylic resin,丙烯酸樹脂；壓克力樹脂,,丙烯酸树脂,2017-06-03
2928735,acrylonitrile,丙烯腈,,丙烯腈,2017-06-03
2928736,acrylonitrile-butadiene-styrene resin{=ABS},丙烯腈/丁二烯/苯乙烯樹脂,,丙烯腈-丁二烯-苯乙烯[树脂],2017-06-03
2928737,actinometer,光量計,,化学光度计,2017-06-03
2928738,actinomycetin,放線菌素,,白放线菌素,2017-06-03
2928739,actinomycin,放線菌黴素,,放线菌素,2017-06-03
2928740,activated adsorption,活化吸附,,活性吸附,2017-06-03
2928741,activated alumina,活性礬土,,活性矾土,2017-06-03
2928742,activated aluminum oxide,活性氧化鋁,,活性氧化铝,2017-06-03
2928743,activated biological filtration,活性生物過濾,,活性生物过滤,2017-06-03
2928744,activated carbon,活性碳,,活性炭,2017-06-03
2928745,activated carbon column,活性碳塔,,活性炭管,2017-06-03
2928746,activated char,活化[焦]炭,,活性炭,2017-06-03
2928747,activated charcoal,活性[木]炭,,活性炭,2017-06-03
2928748,activated chemisorption,活化化學吸附,,活化化学吸附,2017-06-03
2928749,activated complex,活化錯合物；活化複合體,,活化络合物,2017-06-03
2928750,activated molecule,活化分子,,活化分子,2017-06-03
2928751,activated silica,活性矽石,,活化硅石,2017-06-03
2928752,activated sludge,活性汙泥,,活性污泥,2017-06-03
2928753,activated sludge plant,活性汙泥處理場,,活性污泥处理场,2017-06-03
2928754,activated sludge process,活性汙泥法,,活性污泥法,2017-06-03
2928755,activation,活化[作用],,活化[作用],2017-06-03
2928756,activation analysis,活化分析,,活化分析,2017-06-03
2928757,activation cross section,活化截面,,活化截面,2017-06-03
2928758,activation energy,活化能,,活化能,2017-06-03
2928759,activation volume,活化體積,,活化体积,2017-06-03
2928760,activator,活化劑,,活化剂,2017-06-03
2928761,active agent,活性劑,,活性剂,2017-06-03
2928762,active alkali,活性鹼,,活性碱,2017-06-03
2928763,active alumina,活性礬土,,活性矾土,2017-06-03
2928764,active carbon,活性碳,,活性炭,2017-06-03
2928765,active catalyst,活性觸媒,,活性催化剂,2017-06-03
2928766,active catalytic center,觸媒活性中心,,活性催化中心,2017-06-03
2928767,active center,活性中心,,活性中心,2017-06-03
2928768,active clay,活性黏土,,活性黏土,2017-06-03
2928769,active complex,活性錯合物,,活性络合物,2017-06-03
2928770,active dry yeast,活性乾酵母,,活性干酵母,2017-06-03
2928771,active oxygen,活性氧,,活性氧,2017-06-03
2928772,active point,活性點,,活性点,2017-06-03
2928773,active site,活性[部]位,,活性部位,2017-06-03
2928774,active sludge,活性污泥,,活性污泥,2017-06-03
2928775,active solid,活性固體,,活性固体,2017-06-03
2928776,active sulfur,活性硫,,活性硫,2017-06-03
2928777,active surface area,活性表面積,,活性表面积,2017-06-03
2928778,active-center complex,活性中心錯合物,,活性中心络合物,2017-06-03
2928779,active-site theory,活性[部]位理論,,活性部位理论,2017-06-03
2928780,activity,活性；活度,,活度,2017-06-03
2928781,activity coefficient,活性係數,,活度系数,2017-06-03
2928782,activity correction factor,活性校正因子,,活性校正因子,2017-06-03
2928783,activity decay,活性衰變；活性衰退,,活性衰变,2017-06-03
2928784,activity distribution,活性分布,,活性分布,2017-06-03
2928785,activity factor,活性因數；活性因子,,活性因子,2017-06-03
2928786,activity index,活性指數,,活性指数,2017-06-03
2928787,actual lift,實際上升,,实际上升,2017-06-03
2928788,actual plate,實際塔板,,实际[塔]板,2017-06-03
2928789,actual plate number,實際[塔]板數,,实际塔板数,2017-06-03
2928790,actuating signal,致動信號,,作用信号,2017-06-03
2928791,actuator,致動器,,驱动器,2017-06-03
2928792,adaptive control,適應控制,,自适应控制,2017-06-03
2928793,adaptive decoupler,適應解偶器,,自适应去耦器,2017-06-03
2928794,adaptive tuning,適應調諧,,适应调谐,2017-06-03
2928795,added value,附加價值,,增值,2017-06-03
2928796,addition polymerization,加成聚合[作用],,加成聚合,2017-06-03
2928797,addition reaction,加成反應,,加成反应,2017-06-03
2928798,additive,添加劑,,添加剂,2017-06-03
2928799,additive decolorization,加成脫色,,加成脱色,2017-06-03
2928800,additive law,加成律,,加成定律,2017-06-03
2928801,additive property,加成性,,加合性；加成性,2017-06-03
2928802,adduct,加成物,,加合物,2017-06-03
2928803,adductive crystallization,締合結晶,,加成结晶,2017-06-03
2928804,adhesion,黏著,,黏附,2017-06-03
2928805,adhesion energy,黏著能,,黏附能,2017-06-03
2928806,adhesion force,黏著力,,黏附力,2017-06-03
2928807,adhesion strength,黏著強度,,黏附强度,2017-06-03
2928808,adhesion test,黏著試驗,,黏附试验,2017-06-03
2928809,adhesion work,黏附功,,黏附功,2017-06-03
2928810,adhesional wetting,黏著潤濕,,黏附润湿,2017-06-03
2928811,adhesive agent,黏著劑,,胶黏剂,2017-06-03
2928812,adhesive attraction,黏著吸引,,黏合吸引,2017-06-03
2928813,adhesive formulation,黏著劑配方,,黏合剂配方,2017-06-03
2928814,adhesive strength,黏著強度,,黏附强度,2017-06-03
2928815,adhesive tape,膠帶,,胶带,2017-06-03
2928816,adhesive tension,黏著張力,,黏附张力,2017-06-03
2928817,adhesive test,黏著試驗,,黏附试验,2017-06-03
2928818,adhesives,黏著劑,,胶黏剂,2017-06-03
2928819,adiabatic apparatus,絕熱裝置,,绝热仪器,2017-06-03
2928820,adiabatic calorimeter,絕熱卡計,,绝热式量热计,2017-06-03
2928821,adiabatic chemical reaction,絕熱化學反應,,绝热化学反应,2017-06-03
2928822,adiabatic column,絕熱塔,,绝热塔,2017-06-03
2928823,adiabatic compression,絕熱壓縮,,绝热压缩,2017-06-03
2928824,adiabatic condition,絕熱狀況,,绝热条件[状态],2017-06-03
2928825,adiabatic contraction,絕熱收縮,,绝热收缩,2017-06-03
2928826,adiabatic conversion,絕熱轉化,,绝热转化,2017-06-03
2928827,adiabatic cooling,絕熱冷卻,,绝热冷却,2017-06-03
2928828,adiabatic cooling curve,絕熱冷卻曲線,,绝热冷却曲线,2017-06-03
2928829,adiabatic cooling line,絕熱冷卻線,,绝热冷却线,2017-06-03
2928830,adiabatic drying,絕熱乾燥,,绝热干燥,2017-06-03
2928831,adiabatic evaporation,絕熱蒸發,,绝热蒸发,2017-06-03
2928832,adiabatic expansion,絕熱膨脹,,绝热膨胀,2017-06-03
2928833,adiabatic factor,絕熱因數,,绝热因子,2017-06-03
2928834,adiabatic flow,絕熱流,,绝热流,2017-06-03
2928835,adiabatic humidification,絕熱增溼,,绝热增湿,2017-06-03
2928836,adiabatic operating line,絕熱操作線,,绝热操作线,2017-06-03
2928837,adiabatic operation,絕熱操作,,绝热操作,2017-06-03
2928838,adiabatic plot,絕熱圖,,绝热图,2017-06-03
2928839,adiabatic process,絕熱程序,,绝热过程,2017-06-03
2928840,adiabatic reaction,絕熱反應,,绝热反应,2017-06-03
2928841,adiabatic reactor,絕熱反應器,,绝热反应器,2017-06-03
2928842,adiabatic rectification,絕熱精餾,,绝热精馏,2017-06-03
2928843,adiabatic saturation,絕熱飽和,,绝热饱和,2017-06-03
2928844,adiabatic saturation temperature,絕熱飽和溫度,,绝热饱和温度,2017-06-03
2928845,adiabatic system,絕熱系統,,绝热系统,2017-06-03
2928846,adiabatic temperature rise,絕熱溫升,,绝热温升,2017-06-03
2928847,adiabatic throttling device,絕熱節流裝置,,绝热节流装置,2017-06-03
2928848,adiabatic throttling process,絕熱節流程序,,绝热节流过程,2017-06-03
2928849,adiabatic twin calorimeter,絕熱雙卡計,,双层绝热量热器,2017-06-03
2928850,adiabatic wall,絕熱壁,,绝热壁,2017-06-03
2928851,adjacency matrix,相鄰矩陣,,相邻矩阵,2017-06-03
2928852,adjustable bearing,可調軸承,,可调轴承,2017-06-03
2928853,adjustable orifice,可調孔口,,可调锐孔,2017-06-03
2928854,adjustable parameter,可調參數,,可调参数,2017-06-03
2928855,adjustable weight,可調節權重,,可调节权,2017-06-03
2928856,adjustment,調整,,调整,2017-06-03
2928857,administrative cost,行政成本,,行政成本,2017-06-03
2928858,admiralty test,乾濕老化試驗,,干湿陈化试验,2017-06-03
2928859,admissible roughness,容許粗糙度,,容许粗糙度,2017-06-03
2928860,adsorbability,吸附度,,吸附能力,2017-06-03
2928861,adsorbate,[被]吸附質,,吸附质,2017-06-03
2928862,adsorbent,吸附劑,,吸附剂,2017-06-03
2928863,adsorber,吸附塔,,吸附器,2017-06-03
2928864,adsorption,吸附[作用],,吸附,2017-06-03
2928865,adsorption capacity,吸附容量,,吸附容量,2017-06-03
2928866,adsorption center,吸附中心,,吸附中心,2017-06-03
2928867,adsorption chart,吸附圖表,,吸附图表,2017-06-03
2928868,adsorption chromatography,吸附層析法；吸附層析術,,吸附色谱法,2017-06-03
2928869,adsorption coefficient,吸附係數,,吸附系数,2017-06-03
2928870,adsorption column,吸附塔；吸附[管]柱,,吸附柱,2017-06-03
2928871,adsorption control,吸附控制,,吸附控制,2017-06-03
2928872,adsorption equilibrium,吸附平衡,,吸附平衡,2017-06-03
2928873,adsorption filtration,吸附過濾,,吸附过滤,2017-06-03
2928874,adsorption isobar,吸附等壓線,,吸附等压线,2017-06-03
2928875,adsorption isostere,吸附等容線,,吸附等容线,2017-06-03
2928876,adsorption isotherm,吸附等溫線,,吸附等温线,2017-06-03
2928877,adsorption method,吸附法,,吸附法,2017-06-03
2928878,adsorption potential,吸附勢,,吸附势,2017-06-03
2928879,adsorption rate,吸附速率,,吸附速率,2017-06-03
2928880,adsorption site,吸附[部]位,,吸附部位,2017-06-03
2928881,adsorption surface,吸附表面,,吸附表面,2017-06-03
2928882,adsorption tube,吸附管,,吸附管,2017-06-03
2928883,adsorption wave,吸附波,,吸附波,2017-06-03
2928884,adsorption-desorption,吸附-脫附,,吸附-脱附,2017-06-03
2928885,adsorptive agent,吸附劑,,吸附剂,2017-06-03
2928886,adsorptive capacity,吸附容量,,吸附量,2017-06-03
2928887,adsorptivity,吸附性；吸附係數,,吸附能力,2017-06-03
2928888,advanced treatment,高級處理,,高级处理,2017-06-03
2928889,advanced wastewater treatment,高級廢水處理,,高级废水处理,2017-06-03
2928890,adverse pressure gradient,逆壓力梯度,,逆压力梯度,2017-06-03
2928891,aerated flow,通氣流；曝氣流；摻氣流,,掺气流,2017-06-03
2928892,aerated lagoon,通氣汙水塘；曝氣汙水塘,,曝气塘,2017-06-03
2928893,aerated stabilization pond,通氣穩定化池；曝氣穩定化池,,曝气稳定化池,2017-06-03
2928894,aerated system,通氣系統；曝氣系統,,曝气系统,2017-06-03
2928895,aerated water,氣溶水；汽水,,汽水,2017-06-03
2928896,aeration,曝氣；通氣,,充气；曝气,2017-06-03
2928897,aeration candle,通氣管,,通气管,2017-06-03
2928898,aeration device,通氣裝置,,充气装置,2017-06-03
2928899,aeration number,曝氣數；通氣數,,充气数,2017-06-03
2928900,aeration rate,通氣速率,,充气率,2017-06-03
2928901,aeration tank,通氣槽；曝氣槽,,充气槽,2017-06-03
2928902,aeration tube,通氣管,,充气管,2017-06-03
2928903,aeration wheel,曝氣輪,,充气轮,2017-06-03
2928904,aerator,曝氣機；通氣機,,充气器,2017-06-03
2928905,aerial condenser,空氣冷凝器,,空气冷凝器,2017-06-03
2928906,aerial contamination,空氣汙染,,空气污染,2017-06-03
2928907,aerobic bacteria,好氧菌；嗜氧菌,,好氧[细]菌，好气[细]菌,2017-06-03
2928908,aerobic biological oxidation,好氣生物氧化[法],,好氧生物氧化,2017-06-03
2928909,aerobic culture,好氧培養；嗜氧培養,,好氧培养,2017-06-03
2928910,aerobic decomposition,需氧分解,,好氧分解,2017-06-03
2928911,aerobic digestion,需氧消化,,好氧消化,2017-06-03
2928912,aerobic fermentation,需氧發酵[法],,好氧发酵,2017-06-03
2928913,aerobic oxidation,需氣氧化[反應],,好氧氧化,2017-06-03
2928914,aerobic sludge digestion,需氧汙泥消化,,好氧污泥消化,2017-06-03
2928915,aerobic treatment,好氧處理,,好氧处理,2017-06-03
2928916,aerodynamic diameter,空氣動力直徑,,空气动力直径,2017-06-03
2928917,aerodynamics,空氣動力學,,空气动力学,2017-06-03
2928918,aerometer,量氣計,,气量计,2017-06-03
2928919,aerophilic bacteria,好氣菌,,好气细菌,2017-06-03
2928920,aerosol,氣溶膠；霧劑,,气溶胶,2017-06-03
2928921,aerosol bomb,噴霧彈,,喷雾弹,2017-06-03
2928922,aerosol propellant,噴霧[推進]劑；推噴劑,,喷雾推进剂,2017-06-03
2928923,aerosol valve,噴霧閥,,喷雾阀,2017-06-03
2928924,affination,糖精煉法；洗糖,,[离心]精炼法，洗糖法,2017-06-03
2928925,affination number,洗糖數,,洗糖数,2017-06-03
2928926,affination value,洗糖值,,洗糖值,2017-06-03
2928927,affinity,親和力；親和性,,亲和势,2017-06-03
2928928,affinity adsorption,親和吸附,,亲和吸附,2017-06-03
2928929,affinity chromatography,親和[力]層析術,,亲和色谱[法],2017-06-03
2928930,affinity interaction,親和[相互]作用,,亲和作用,2017-06-03
2928931,affinity labeling,親和標記法,,亲和标记,2017-06-03
2928932,affinity membrane,親和[薄]膜,,亲和膜,2017-06-03
2928933,affinity precipitation,親和[性]沈澱,,亲和沉淀,2017-06-03
2928934,affinity ultrafiltration,親和超[過]濾,,亲和超滤,2017-06-03
2928935,after burner,後燃裝置,,后燃装置,2017-06-03
2928936,after burning,後燃燒,,后期燃烧,2017-06-03
2928937,after contraction,後收縮,,后收缩,2017-06-03
2928938,after cooler,後冷卻器,,后置冷却器,2017-06-03
2928939,after fermentation,後發酵,,后发酵,2017-06-03
2928940,after filter,後[過]濾器,,后过滤器,2017-06-03
2928941,after filtration,後過濾,,后过滤,2017-06-03
2928942,after hardening,後硬化,,后硬化,2017-06-03
2928943,after product,後產物,,后产物,2017-06-03
2928944,after purification,後純化,,后净化,2017-06-03
2928945,after shrinkage,後收縮,,后收缩,2017-06-03
2928946,after treatment,後處理,,后处理,2017-06-03
2928947,after vulcanization,後硫化,,后硫化作用,2017-06-03
2928948,agar,洋菜,,琼脂,2017-06-03
2928949,agar diffusion,瓊脂擴散,,琼脂扩散,2017-06-03
2928950,agar diffusion technology,瓊脂擴散技術,,琼脂扩散技术,2017-06-03
2928951,agar electrophoresis,洋菜電泳；瓊脂電泳,,琼脂电泳,2017-06-03
2928952,agar filtration,瓊脂過濾,,琼脂过滤,2017-06-03
2928953,agar medium,洋菜培基,,琼脂培养基,2017-06-03
2928954,agarose,洋菜糖；瓊脂糖,,琼脂糖,2017-06-03
2928955,agarose gel,瓊脂糖凝膠,,琼脂糖胶,2017-06-03
2928956,age distribution,年齡分布,,年龄分布,2017-06-03
2928957,age distribution function,年齡分布函數,,年龄分布函数,2017-06-03
2928958,age hardening,時效硬化,,时效硬化,2017-06-03
2928959,agglomerate,團聚物；團塊；團粒,,团块,2017-06-03
2928960,agglomerating value,團聚值,,团聚值,2017-06-03
2928961,agglomeration,團聚,,团聚,2017-06-03
2928962,aggregate,聚集體,,聚集体,2017-06-03
2928963,aggregation,聚集[作用],,聚集,2017-06-03
2928964,aggregation number,聚集數,,聚集数,2017-06-03
2928965,aggregative fluidization,聚集流體化,,聚式流态化,2017-06-03
2928966,aging,老化；時效化；熟成,,陈化,2017-06-03
2928967,aging equipment,老化裝置,,老化装置,2017-06-03
2928968,aging machine,熟化器,,熟化器,2017-06-03
2928969,aging oven,熟化烘箱,,老化箱,2017-06-03
2928970,aging test,老化試驗,,老化试验,2017-06-03
2928971,aging test machine,老化試驗機,,老化试验机,2017-06-03
2928972,agitated crystallizer,攪拌結晶器,,搅拌结晶器,2017-06-03
2928973,agitated drier,攪拌乾燥器,,搅拌干燥器,2017-06-03
2928974,agitated reactor,攪拌反應器,,搅拌反应器,2017-06-03
2928975,agitated vessel,攪拌槽,,搅拌槽,2017-06-03
2928976,agitating,攪拌,,搅拌,2017-06-03
2928977,agitating tank,攪拌槽,,搅拌槽,2017-06-03
2928978,agitation,攪拌,,搅拌,2017-06-03
2928979,agitator,攪拌器,,搅拌器,2017-06-03
2928980,agitator drier,攪拌乾燥器,,搅拌干燥器,2017-06-03
2928981,agricultural waste,農業廢料,,农业废物,2017-06-03
2928982,AICHE{American Institute of Chemical Engineers},美國化學工程師學會,,美国化学工程师学会,2017-06-03
2928983,air agitation,氣動攪拌；空氣攪拌,,充气搅拌,2017-06-03
2928984,air agitator,氣動攪拌器；空氣攪拌器,,充气搅拌器,2017-06-03
2928985,air bag,氣囊,,气囊,2017-06-03
2928986,air bell,氣泡,,气泡,2017-06-03
2928987,air binding,氣結,,空气黏合,2017-06-03
2928988,air blasting,鼓風,,空气鼓风,2017-06-03
2928989,air blower,鼓風機,,鼓风机,2017-06-03
2928990,air bubble system,氣泡[發生]系統,,气泡系统,2017-06-03
2928991,air cap,氣罩,,气帽,2017-06-03
2928992,air compressor,空氣壓縮機,,空气压缩机,2017-06-03
2928993,air conditioner,空調[機],,空调器,2017-06-03
2928994,air conditioning,空氣調節；空調,,空调,2017-06-03
2928995,air conditioning unit,空調機組,,空调机组,2017-06-03
2928996,air conveyor,氣動運送機,,气动运输机,2017-06-03
2928997,air cooled jacket,氣冷[夾]套,,气冷夹套,2017-06-03
2928998,air cooler,空氣冷卻器,,空气冷却器,2017-06-03
2928999,air cooling,空氣冷卻,,空气冷却,2017-06-03
2929000,air diffuser,空氣擴散器,,空气扩散器,2017-06-03
2929001,air discharge orifice,排氣銳孔,,排气锐孔,2017-06-03
2929002,air displacement pump,排氣泵,,排气泵,2017-06-03
