ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
1215734,Cambrian Explosin,寒武紀大爆發,,寒武纪大爆炸,2012-11-26
1215735,cape,岬；岬角,,地角，岬角,2012-11-26
1215736,carbon,碳,,碳,2012-11-26
1215737,carbon cycle,碳循環,,碳循环,2012-11-26
1215738,carbon removal processes,除碳過程,,除碳过程,2012-11-26
1215739,Carboniferous,石炭紀；石炭系,,石炭纪；石炭系,2012-11-26
1215740,Caribbean plate,加勒比板塊,,加勒比板块,2012-11-26
1215741,Cassegrain telescope,卡士格冉望遠鏡,,卡塞格林望远镜,2012-11-26
1215742,catalogue,星表,,星表,2012-11-26
1215743,celestial coordinate,天球坐標,,天球坐标,2012-11-26
1215744,celestial equator,天球赤道,,天赤道,2012-11-26
1215745,celestial pole,天極,,天极 ,2012-11-26
1215746,Cenozoic,新生代；新生界,,新生代；第三纪,2012-11-26
1215747,Ceres,1號小行星；穀神星,,谷神星(小行星1号),2012-11-26
1215748,Chikyu,地球號{日本鑽井船},,地球号,2012-11-26
1215749,chlorofluorocarbons,氟氯碳化物,,氯氟碳化物 ,2012-11-26
1215750,circum-Pacific earthquake zone,環太平洋地震帶,,环太平洋地震带,2012-11-26
1215751,circumpolar star,拱極星,,拱极星,2012-11-26
1215752,climate,氣候,,气候,2012-11-26
1215753,climate change,氣候變遷,,气候变化,2012-11-26
1215754,clockwise,順鐘向；順時鐘方向,,顺时针方向,2012-11-26
1215755,cloud,雲,,云,2012-11-26
1215756,cloud top temperature,雲頂溫度,,云顶温度,2012-11-26
1215757,cluster,簇；群落；星團,,聚类；星团；簇,2012-11-26
1215758,cluster of galaxies,星系團,,星系团,2012-11-26
1215759,coal ,煤,,煤,2012-11-26
1215760,coast terrace,海岸階地；海階,,海岸阶地,2012-11-26
1215761,coastal current,沿岸流；近岸流,,沿岸流,2012-11-26
1215762,Coccolithophorids,球石藻；鈣板藻,,球石藻,2012-11-26
1215763,Cocos plate,科克斯板塊,,科科斯板块,2012-11-26
1215764,cold air mass,冷氣團,,冷气团,2012-11-26
1215765,cold cloud,冷雲,,冷云,2012-11-26
1215766,cold current,冷流,,寒流,2012-11-26
1215767,cold front,冷鋒,,冷锋 ,2012-11-26
1215768,cold surge,寒潮,,寒潮,2012-11-26
1215769,collision,碰撞,,碰撞 ,2012-11-26
1215770,color,顏色,,颜色,2012-11-26
1215771,comet,彗星,,彗星,2012-11-26
1215772,compensation depth,補償深度,,补偿深度,2012-11-26
1215773,condensation,凝結,,凝结 ,2012-11-26
1215774,condensation nucleus,凝結核,,凝结核,2012-11-26
1215775,condensation trail,凝結尾,,凝结尾,2012-11-26
1215776,conduction,傳導,,传导,2012-11-26
1215777,conglomerate,礫岩,,砾岩,2012-11-26
1215778,constellation,星座,,星座,2012-11-26
1215779,continental cold high,大陸冷高壓,,大陆冷高压,2012-11-26
1215780,continental crust,大陸地殼,,陆壳,2012-11-26
1215781,continental drift,大陸漂移,,大陆漂移,2012-11-26
1215782,continental margin,大陸邊緣,,大陆边缘 ,2012-11-26
1215783,continental rise,大陸隆起；大陸隆堆；大陸緣積,,大陆隆；陆基,2012-11-26
1215784,continental shelf,大陸棚；大陸架,,大陆架,2012-11-26
1215785,continental slope,大陸斜坡；陸坡,,大陆坡,2012-11-26
1215786,convection,對流,,对流,2012-11-26
1215787,convective cloud,對流雲,,对流云,2012-11-26
1215788,convergence,輻合；聚合,,辐合,2012-11-26
1215789,convergent plate boundary,聚合型板塊邊界,,聚敛板块边界,2012-11-26
1215790,cooling,冷卻,,冷却,2012-11-26
1215791,coral,珊瑚,,珊瑚 ,2012-11-26
1215792,core,中心；地核；岩心；岩芯；核部,,岩心；地核 ；中心,2012-11-26
1215793,Coriolis effect,柯氏[力]效應,,科里奥利效应 ,2019-05-23
1215794,Coriolis force,柯氏力,,科里奥利力 ,2019-05-23
1215795,corona,華；日冕；電暈,,华；日冕,2012-11-26
1215796,cosmic ray,宇宙線,,宇宙线,2012-11-26
1215797,counterclockwise,反鐘向；反時鐘方向,,逆时钟方向；反时针方向,2012-11-26
1215798,crater,火山口；隕石坑,,"火山口；陨石坑,撞击坑",2012-11-26
1215799,Cretaceous,白堊紀；白堊系,,白垩纪；白垩系,2012-11-26
1215800,crust,地殼；殼,,地壳 ,2012-11-26
1215801,Cryptozoic Eon,隱生元；隱生宙,,隐生宙,2012-11-26
1215802,cumulus,積雲,,积云,2012-11-26
1215803,current,流；海流,,流；涌流,2012-11-26
1215804,cyanobacteria,藍菌；藍綠菌；藍綠藻,,蓝细菌,2012-11-26
1215805,cyclone,旋風；氣旋,,气旋,2012-11-26
1215806,cyclonic circulation,氣旋式環流；氣旋環流,,气旋性环流；气旋环流,2012-11-26
1215807,cynognathus,犬頭龍,,犬颌兽,2012-11-26
1215808,daughter elements,子元素,,子元素,2012-11-26
1215809,debris flow,岩屑流；碎屑流；泥石流；土石流,,泥石流,2012-11-26
1215810,declination (Dec.),偏角；磁偏角；赤緯,,赤纬；磁偏角 ,2012-11-26
1215811,declination axis,赤緯軸(望遠鏡),,赤纬轴,2012-11-26
1215812,deep layer,深水層,,深层,2012-11-26
1215813,degassing,除氣作用,,除气；消毒,2012-11-26
1215814,degree,度,,度,2012-11-26
1215815,density,密度,,密度,2012-11-26
1215816,density current,密度流,,密度流,2012-11-26
1215817,deposit,堆積；礦床,,堆积物；矿藏，矿床,2012-11-26
1215818,deposition,澱積；沈降；凝華；沉積作用；堆積作用,,堆积作用；沉积；沉积作用；凝华 ,2019-11-27
1215819,Devonian,泥盆紀；泥盆系,,泥盆纪(或系),2012-11-26
1215820,dew,露,,露,2012-11-26
1215821,dew point,露點,,露点,2012-11-26
1215822,diffusion,擴散；擴散作用,,扩散;扩散作用,2012-11-26
1215823,dip slope,順向坡；傾向坡；傾斜坡,,倾向坡,2012-11-26
1215824,distance,距離,,距离,2012-11-26
1215825,diurnal motion,周日運動,,周日运动 ,2012-11-26
1215826,diurnal tide,全日潮,,全日潮，[正规]全日潮 ,2012-11-26
1215827,divergence,輻散,,辐散；散度 ,2012-11-26
1215828,divergent plate boundary,張裂型板塊邊界；分離型板塊邊界,,趋离板块界线；离散板块边界,2012-11-26
1215829,drainage area,流域；排水區,,流域,2012-11-26
1215830,drought,乾旱,,干旱,2012-11-26
1215831,dry ice,乾冰,,干冰,2012-11-26
1215832,earth,泥土,,地球,2012-11-26
1215833,Earth,地球,,地球 ,2012-11-26
1215834,earth albedo,地球反照率,,地球反照率 ,2012-11-26
1215835,earth magnetosphere,地球磁層,,地球磁层 ,2012-11-26
1215836,Earth system,地球系統,,地球系统,2012-11-26
1215837,earthquake,地震,,地震,2012-11-26
1215838,earthquake epicenter,震央,,震中,2012-11-26
1215839,earthquake focus,震源,,震源 ,2012-11-26
1215840,earthquake intensity,震度；地震強度,,地震烈度,2012-11-26
1215841,earthquake magnitude,地震規模,,震级；地震等级,2012-11-26
1215842,Earth's magnetosphere,地球磁層,,地球磁层,2012-11-26
1215843,ebb tide,退潮；落潮,,落潮,2012-11-26
1215844,eccentricity,偏心率；離心率,,偏心率；离心率,2012-11-26
1215845,ecliptic,黃道,,黄道,2012-11-26
1215846,ecliptic plane,黃道面,,黄道面,2012-11-26
1215847,El Niño,聖嬰；艾尼紐,,埃尔—尼诺海流，“厄尔尼诺”现象,2012-11-26
1215848,elastic rebound theory,彈性回跳理論 ,,弹性回跳理论,2012-11-26
1215849,electrical conductivity,導電性；導電度；導電係數,,导电性；导电率,2012-11-26
1215850,electromagnetic (EM) waves,電磁波,,电磁波,2012-11-26
1215851,electron,電子,,电子,2012-11-26
1215852,electron gun,電子槍,,电子枪 ,2012-11-26
1215853,element,元素,,元素 ,2012-11-26
1215854,elevation,標高；仰角,,高程；拔河；仰角,2012-11-26
1215855,Elliptical galaxy,橢圓銀河系,,椭圆星系,2012-11-26
1215856,emission,發射,,[废气]排放；发射,2012-11-26
1215857,emission line,發射線；發射譜線,,发射谱线,2012-11-26
1215858,endogenetic force,內營力,,内营力,2012-11-26
1215859,energy,能量,,能量 ,2012-11-26
1215860,energy efficiency,能量效率,,能源效率,2012-11-26
1215861,energy source,能源,,能源,2012-11-26
1215862,energy transport,能量傳送,,能量输送,2012-11-26
1215863,enhanced infrared satellite cloud picture,強化紅外衛星雲圖,,强化红外卫星云图,2012-11-26
1215864,Eocene,始新世；始新統,,始新世；始新系,2012-11-26
1215865,eon,元；宙,,宙,2012-11-26
1215866,epoch,世；曆元,,世；历元 ,2012-11-26
1215867,equator,赤道,,赤道,2012-11-26
1215868,equatorial current,赤道流；赤道洋流,,赤道流,2012-11-26
1215869,equatorial easterlies,赤道東風；赤道東風帶,,赤道东风带,2012-11-26
1215870,era,代,,代；纪元,2012-11-26
1215871,erosion,侵蝕,,侵蚀[作用]；冲刷,2012-11-26
1215872,erosion coast,侵蝕海岸,,侵蚀海岸,2012-11-26
1215873,Eurasian Plate,歐亞板塊,,欧亚板块 ,2012-11-26
1215874,evaporation,蒸發；蒸發作用,,蒸发,2012-11-26
1215875,evolution,演化,,进化,2012-11-26
1215876,exogenic force,外營力,,外营力,2012-11-26
1215877,expansion,膨脹,,膨胀,2012-11-26
1215878,expansion cooling,膨脹冷卻,,膨胀冷却,2012-11-26
1215879,Extraterrestrial life,外星生命,,地外生命,2012-11-26
1215880,extratropical cyclone,溫帶氣旋,,温带气旋,2012-11-26
1215881,extremely heavy rain,豪雨 ,,豪雨,2012-11-26
1215882,eye wall,眼牆,,眼墙,2012-11-26
1215883,facies fossil,指相化石 ; 示相化石,,指相化石,2012-11-26
1215884,fault,斷層,,断层；故障,2012-11-26
1215885,favogn,焚風,,焚风,2012-11-26
1215886,feldspar,長石,,长石,2012-11-26
1215887,flash flood,暴洪,,暴发洪水；山洪,2012-11-26
1215888,flood,洪水,,洪水；涝灾；涨潮 ；洪涝,2012-11-26
1215889,flood peak,洪峰,,洪峰,2012-11-26
1215890,flood plain,氾濫平原,,泛滥平原；变质岩 ；河漫滩；洪泛区,2012-11-26
1215891,flood tide,漲潮,,涨潮,2012-11-26
1215892,flow,水流；漲潮；流動,,变形；流动；涨潮，泛滥,2012-11-26
1215893,ﬂuvial erosion ,河流侵蝕,,河流侵蚀,2012-11-26
1215894,foehn,焚風,,焚风,2012-11-26
1215895,fog,霧,,雾,2012-11-26
1215896,fold,褶皺；褶曲,,褶皱,2012-11-26
1215897,foliation,葉理；剝理,,叶理,2012-11-26
1215898,foraminifera,有孔蟲,,有孔虫,2012-11-26
1215899,fossil,化石,,化石,2012-11-26
1215900,fossil fuel,化石燃料,,化石燃料 ,2012-11-26
1215901,fracture belt,斷裂帶；破裂帶,,断裂带，破裂带,2012-11-26
1215902,frequency,頻率,,频率,2012-11-26
1215903,frictional force,摩擦力,,摩擦力 ,2012-11-26
1215904,front,鋒；鋒面,,锋；锋[线],2012-11-26
1215905,frontal surface ,鋒面,,锋面,2012-11-26
1215906,frost,霜；凍,,霜,2012-11-26
1215907,Fujiwara effect,藤原效應,,藤原效应,2012-11-26
1215908,full moon,望；滿月,,满月；望,2012-11-26
1215909,fumarole,噴氣孔,,喷气孔,2012-11-26
1215910,gabbro,輝長岩,,辉长岩 ,2012-11-26
1215911,galactic disk,銀[河]盤[面],,星系盘；银盘 ,2012-11-26
1215912,Galactic halo,銀暈,,星系晕 ；银晕 ,2012-11-26
1215913,galaxy,銀河系,,星系；银河系,2012-11-26
1215914,galaxy cluster,星系團,,星系团,2012-11-26
1215915,gamma ray,伽馬射線,,伽马射线，γ射线,2012-11-26
1215916,general circulation of atmosphere,大氣環流,,大气环流,2012-11-26
1215917,generating area,生成區,,生成区,2012-11-26
1215918,Geoid,大地水準面,,地球体；大地水准面,2012-11-26
1215919,geoid undulation,大地水準面起伏,,大地水准面波动,2012-11-26
1215920,geologic time scale,地質年代表,,地质年表,2012-11-26
1215921,geological time chart,地質年代表,,地质年表,2012-11-26
1215922,Geology,地質學,,地质；地质学,2012-11-26
1215923,geomagnetic reversal,地磁反轉,,地磁极性倒转 ,2012-11-26
1215924,geophysics,地球物理；地球物理學,,地球物理学 ,2012-11-26
1215925,geosphere,地圈,,地圈,2012-11-26
1215926,geostationary satellite,地球同步衛星,,对地静止卫星；地球同步卫星 ,2012-11-26
1215927,geostrophic wind,地轉風,,地转风,2012-11-26
1215928,geothermal energy,地熱能,,地热能 ,2012-11-26
1215929,glacial,冰期；冰川期,,冰川期，冰河时代,2012-11-26
1215930,global change,全球變遷,,全球变化,2012-11-26
1215931,global warming,全球暖化,,全球变暖 ,2012-11-26
1215932,globular cluster,球狀星團,,球状星团 ,2012-11-26
1215933,glossopteris,舌羊齒,,舌羊齿,2012-11-26
1215934,gneiss,片麻岩,,片麻岩,2012-11-26
1215935,GPS,全球定位系統,,全球定位系统,2012-11-26
1215936,granite,花岡岩,,花岗岩,2012-11-26
1215937,gravity,重力；萬有引力,,重力 ,2012-11-26
1215938,greenhouse effect,温室效應,,温室效应,2012-11-26
1215939,greenhouse gas,溫室氣體,,温室气体,2012-11-26
1215940,groin effect,突堤效應,,突堤效应,2012-11-26
1215941,ground water,地下水,,地下水,2012-11-26
1215942,Gutenberg discontinuity,古氏不連續面,,古登堡不连续面；古登堡间断面,2012-11-26
1215943,guyot,海桌山,,平顶海山 ,2012-11-26
1215944,hail,雹；冰雹,,[冰]雹,2012-11-26
1215945,half life,半衰期,,半衰期 ,2012-11-26
1215946,heat energy,熱能,,热能,2012-11-26
1215947,heat island effect,熱島效應,,热岛效应,2012-11-26
1215948,heavy element,重元素,,重元素,2012-11-26
1215949,helium,氦,,氦,2012-11-26
1215950,heterosphere,不勻層；不均勻層,,非均匀层；非均质层  ,2012-11-26
1215951,high air pressure,高氣壓 ,,高气压,2012-11-26
1215952,high pressure,高氣壓；高壓,,高气压；高压,2012-11-26
1215953,high tide,滿潮；高潮,,高潮,2012-11-26
1215954,high-pressure center,高壓中心,,高压中心，反气旋中心,2012-11-26
1215955,Hipparchus,依巴谷星座,,依巴谷环形山 ,2012-11-26
1215956,Holocene,全新世；全新統,,全新世；全新世的,2012-11-26
1215957,homosphere,均勻層,,均质层；均匀层,2012-11-26
1215958,horizon,地平；水平；層位,,层位；地平；地平圈,2012-11-26
1215959,horizontal motion,水平運動,,水平运动,2012-11-26
1215960,host,主體；寄主；地壘,,亲矿岩，主岩；寄主,2012-11-26
1215961,hot spot,熱點,,热点,2012-11-26
1215962,hot spring,溫泉；熱泉,,海底热泉,2012-11-26
1215963,Hubble Space Telescope (HST),哈伯太空望遠鏡,,哈勃空间望远镜 ,2012-11-26
1215964,humidity,溼度,,湿度 ,2012-11-26
1215965,hurricane,颶風,,12级风 ；飓风,2012-11-26
1215966,hydrogen,氫,,氢,2012-11-26
1215967,hydrosphere,水界；水圈,,水圈,2012-11-26
1215968,ice age,冰河期；冰期,,冰期 ,2012-11-26
1215969,ice core,冰芯,,冰芯,2012-11-26
1215970,ice crystals,冰晶,,冰晶 ,2012-11-26
1215971,ice sheet,冰原；冰層,,冰盖；冰原,2012-11-26
1215972,icehouse climate,冰室氣候,,冰室气候,2012-11-26
1215973,igneous rock,火成岩,,火成岩,2012-11-26
1215974,index fossil,標準化石,,标志化石,2012-11-26
1215975,Indo-australian plate,印澳板塊,,印澳板块,2012-11-26
1215976,infrared,紅外線,,红外线,2012-11-26
1215977,infrared cloud imagery,紅外雲圖,,红外云图,2012-11-26
1215978,infrared radiation,紅外輻射,,红外辐射,2012-11-26
1215979,inner core,內核,,内核,2012-11-26
1215980,interferometer,干涉儀,,干涉仪 ,2012-11-26
1215981,interglacial,間冰期的,,间冰期；间冰期的,2012-11-26
1215982,International Astronomical Union (IAU),國際天文學協會,,国际天文学联合会,2012-11-26
1215983,interstellar dust,星際塵埃,,宇宙尘；星际尘埃,2012-11-26
1215984,interstellar gas,星際氣體,,星际气体,2012-11-26
1215985,interstellar matter,星際物質,,星际介质,2012-11-26
1215986,intertidal zone,潮間帶,,潮间带,2012-11-26
1215987,intertropical convergence zone,間熱帶輻合帶；間熱帶輻合區,,热带辐合带,2012-11-26
1215988,ionization,電離,,电离,2012-11-26
1215989,ionosphere,電離層,,电离层 ,2012-11-26
1215990,irregular galaxy,不規則星系,,不规则星系 ,2012-11-26
1215991,island arc,島弧,,岛弧,2012-11-26
1215992,isobar,等壓線,,等压线 ,2012-11-26
1215993,isobaric surface,等壓面,,等压面,2012-11-26
1215994,isostasy,地殼均衡,,地壳均衡；地壳均衡[说]  ,2012-11-26
1215995,jetty effect,突堤效應,,突堤效应,2012-11-26
1215996,joint,節理,,节理,2012-11-26
1215997,jovian planet,木星星群,,类木行星 ,2012-11-26
1215998,Julian calendar,儒略歷,,儒略历,2012-11-26
1215999,Jupiter,木星,,木星,2012-11-26
1216000,Jurassic,侏羅紀；侏羅系,,侏罗纪，侏罗系,2012-11-26
1216001,Kuroshio,黑潮,,黑潮，日本海流 ,2012-11-26
1216002,Kyoto protocol,京都議定書 ,,京都议定书 ,2012-11-26
1216003,La Niña,反聖嬰,,拉尼娜,2012-11-26
1216004,lag time,落後時間,,滞后时间,2012-11-26
1216005,landslide,山崩,,滑坡 ,2012-11-26
1216006,landslip,坍崩；地滑,,滑坡,2012-11-26
1216007,Last Glacial Maximum,末次冰盛期 ,,末次冰盛期,2012-11-26
1216008,latent heat,潛熱,,潜热,2012-11-26
1216009,latitude,緯度,,纬度,2012-11-26
1216010,law of superposition,疊積定律  ; 疊置定律,,叠加定律,2012-11-26
1216011,leap month,閏月,,闰月,2012-11-26
1216012,leap year,閏年,,闰年 ,2012-11-26
1216013,leeward,背風面,,背风面,2012-11-26
1216014,left-lateral fault,左移斷層,,左侧断层,2012-11-26
1216015,leveling,水準測量,,水准测量,2012-11-26
1216016,lifting,擧升,,上升,2012-11-26
1216017,light pollution,光害,,光污染 ,2012-11-26
1216018,light year,光年,,光年,2012-11-26
1216019,lightning,閃電,,闪电 ,2012-11-26
1216020,limestone,石灰岩,,石灰岩,2012-11-26
1216021,liquefaction,液化,,液化,2012-11-26
1216022,liquid water,液態水,,液态水,2012-11-26
1216023,lithosphere,岩石圈,,岩石圈，岩石层 ,2012-11-26
1216024,Little Ice Age,小冰期,,小冰期,2012-11-26
1216025,local group,本星系群,,近邻星系群;本星系群,2012-11-26
1216026,Local Group of Galaxies,本星群,,本星群,2012-11-26
1216027,local supercluster,本超星系團,,本超星系团 ,2012-11-26
1216028,longshore current,沿岸流,,沿岸流，顺岸流 ,2012-11-26
1216029,low air pressure,低氣壓 ,,低气压,2012-11-26
1216030,low pressure,低氣壓；低壓,,低气压；低压,2012-11-26
1216031,low pressure center,低壓中心,,低压中心,2012-11-26
1216032,low tide,低潮；乾潮,,低潮,2012-11-26
1216033,lower mantle,下部地函,,下地幔,2012-11-26
1216034,low-velocity zone,低速帶,,低速带,2012-11-26
1216035,Lyra,天琴座,,天琴座,2012-11-26
1216036,lystrosaurus,水龍,,水龙兽,2012-11-26
1216037,magmatic activity,岩漿活動,,岩浆活动,2012-11-26
1216038,magnetic storm,磁暴,,磁暴,2012-11-26
1216039,magnetosphere,磁層,,磁层,2012-11-26
1216040,magnification,放大；放大率,,放大[率] ,2012-11-26
1216041,magnitude,量數值；星等；規模,,星等；震级 ,2012-11-26
1216042,main sequence star,主序星,,主序星 ,2012-11-26
1216043,major tide,大潮；主潮,,大潮,2012-11-26
1216044,mangrove forest,紅樹林,,红树林,2012-11-26
1216045,mantle,地函；地幔,,地幔 ,2012-11-26
1216046,marine terrace,海階,,海岸阶地 ,2012-11-26
1216047,Mars,火星,,火星,2012-11-26
1216048,mass,質量；塊體,,质量,2012-11-26
1216049,mass extinction,大滅絕,,集群灭绝,2012-11-26
1216050,mass wasting,塊體崩壞,,物质坡移 ,2012-11-26
1216051,matter,物質,,物质 ,2012-11-26
1216052,medieval climatic optimum,中世紀氣候適宜期,,中世纪气候适宜期,2012-11-26
1216053,Mei-yu,梅雨,,梅雨,2012-11-26
1216054,Mei-yu front,梅雨鋒,,梅雨锋,2012-11-26
1216055,Mercury,水星,,水星,2012-11-26
1216056,mesopause,中氣層頂,,中间层顶 ,2012-11-26
1216057,mesosaurus,中龍,,中龙,2012-11-26
1216058,mesosphere,中氣層,,中间层,2012-11-26
1216059,Mesozoic,中生代；中生界,,中生代；中生代的,2012-11-26
1216060,metallic minerals,金屬礦產,,金属矿物,2012-11-26
1216061,metamorphic rock,變質岩,,变质岩,2012-11-26
1216062,meteor,流星,,流星，大气现象 ,2012-11-26
1216063,meteor shower,流星雨,,流星雨,2012-11-26
1216064,meteorite,隕石,,陨石；陨星,2012-11-26
1216065,meteorological satellite,氣象衛星,,气象卫星 ,2012-11-26
1216066,mica ,雲母,,云母,2012-11-26
1216067,microfossils,微體化石,,化石，微体化石,2012-11-26
1216068,microwave,微波,,微波,2012-11-26
1216069,middle latitude,中緯度,,中分纬度,2012-11-26
1216070,mid-ocean ridge,中洋脊,,洋中脊 ,2012-11-26
1216071,mid-oceanic ridge,中洋脊,,洋中脊,2012-11-26
1216072,Milankovitch Cycle,米蘭科維奇循環,,米兰科维奇循环,2012-11-26
1216073,Milky Way System,銀河系,,银河系,2012-11-26
1216074,mineral,礦物,,矿物,2012-11-26
1216075,mineral deposits,礦床  ,,矿床 ,2012-11-26
1216076,minerals,礦產  ,,矿物,2012-11-26
1216077,Miocene,中新統；中新世,,中新世;中新统,2012-11-26
1216078,mixed layer,混合層,,混合层 ,2012-11-26
1216079,mixing,混合,,混合,2012-11-26
1216080,Moho discontinuity,莫氏不連續面；莫荷不連續面,,莫荷不连续面,2012-11-26
1216081,moisture,水氣；水分；潮溼,,水分；湿度；潮湿,2012-11-26
1216082,molecular cloud,分子雲,,分子云 ,2012-11-26
1216083,monsoon,季風,,季风,2012-11-26
1216084,moon,月；太陰,,月球,2012-11-26
1216085,mountain breeze,山風,,山风,2012-11-26
1216086,mullet,烏魚,,鲻鱼,2012-11-26
1216087,natural gas,天然氣,,天然气 ,2012-11-26
1216088,natural hazard,天然災害,,自然灾害 ,2012-11-26
1216089,Nazca plate,納茲卡板塊；納斯卡板塊,,纳斯卡板块,2012-11-26
1216090,neap tide,小潮,,小潮 ,2012-11-26
1216091,near infrared,近紅外線,,近红外,2012-11-26
1216092,nebula,星雲,,星云,2012-11-26
1216093,Neogene,新第三紀；新第三系,,新近纪 ,2012-11-26
1216094,Neptune,海王星,,海王星,2012-11-26
1216095,Newtonian telescope,牛頓望遠鏡,,牛顿(式)望远镜,2012-11-26
1216096,nitrogen oxide,氮氧化物,,氮氧化合物 ,2012-11-26
1216097,nonmetallic minerals,非金屬礦產 ,,非金属矿产,2012-11-26
1216098,non-renewable energy,非再生能源,,非再生能源 ,2012-11-26
1216099,normal fault,正斷層,,正断层 ,2012-11-26
1216100,North American plate,北美洲板塊,,北美洲板块 ,2019-11-15
1216101,north pole,北極,,北极 ,2012-11-26
1216102,north star,北極星,,北极星,2012-11-26
1216103,northeast monsoon,東北季風,,东北季候风,2012-11-26
1216104,northern hemisphere,北半球,,北半球,2012-11-26
1216105,nowcasting,即時預報,,即时预报,2012-11-26
1216106,nuclear energy,核能,,核能 ,2012-11-26
1216107,numerical model,數值模式,,数值模式，数值模型,2012-11-26
1216108,nutrient,營養鹽,,养分,2012-11-26
1216109,observatory,天文台；氣象台；觀測台,,天文台；气象台；海岸观测站 ,2012-11-26
1216110,occluded front,囚錮鋒,,锢囚锋 ,2012-11-26
1216111,ocean basin,海盆；洋盆,,洋盆 ,2012-11-26
1216112,ocean circulation,海洋環流,,大洋环流 ,2012-11-26
1216113,ocean current,海流,,海流；洋流,2012-11-26
1216114,ocean energy,海洋能,,海洋能,2012-11-26
