ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
2441335,cumulus fractus,碎積雲,,碎积云,2015-09-16
2441336,cumulus congestus,濃積雲,,浓积云,2015-09-16
2441337,cumulonimbus,積雨雲,,积雨云,2015-09-16
2441338,cumulonimbus calvus,禿積雨雲,,秃积雨云,2015-09-16
2441339,cumulonimbus capillatus,髮狀積雨雲,,鬃积雨云,2015-09-16
2441340,stratocumulus,層積雲,,层积云,2015-09-16
2441341,stratocumulus translucidus,透光層積雲,,透光层积云,2015-09-16
2441342,stratocumulus opacus,蔽光層積雲,,蔽光层积云,2015-09-16
2441343,stratocumulus cumulogenitus,積雲性層積雲,,积云性层积云,2015-09-16
2441344,stratocumulus castellanus,堡狀層積雲,,堡壮层积云,2015-09-16
2441345,stratocumulus lenticularis,莢狀層積雲,,荚状层积云,2015-09-16
2441346,stratus,層雲,,层云,2015-09-16
2441347,fractostratus,碎層雲,,碎层云,2015-09-16
2441348,nimbostratus,雨層雲,,雨层云,2015-09-16
2441349,fractonimbus,碎雨雲,,碎雨层云,2015-09-16
2441350,altostratus,高層雲,,高层云,2015-09-16
2441351,altostratus translucidus,透光高層雲,,透光高层云,2015-09-16
2441352,altostratus opacus,蔽光高層雲,,避光高层云,2015-09-16
2441353,altocumulus,高積雲,,高积云,2015-09-16
2441354,altocumulus translucidus,透光高積雲,,透光高积云,2015-09-16
2441355,altocumulus opacus,蔽光高積雲,,蔽光高积云,2015-09-16
2441356,altocumulus lenticularis,莢狀高積雲,,荚状高积云,2015-09-16
2441357,altocumulus cumulogenitus,積雲性高積雲,,积云性高积云,2015-09-16
2441358,altocumulus floccus,絮狀高積雲,,絮状高积云,2015-09-16
2441359,altocumulus castellanus,堡狀高積雲,,堡状高积云,2015-09-16
2441360,cirrus,卷雲,,卷云,2015-09-16
2441361,cirrus filosus,纖維狀卷雲,,毛卷云,2015-09-16
2441362,cirrus densus,密卷雲,,密卷云,2015-09-16
2441363,cirrus nothus,偽卷雲,,伪卷云,2015-09-16
2441364,cirrus uncinus,鉤卷雲,,钩卷云,2015-09-16
2441365,cirrostratus,卷層雲,,卷层云,2015-09-16
2441366,cirrostratus filosus,纖維狀卷層雲,,毛卷层云,2015-09-16
2441367,cirrostratus nebulosus,霧狀卷層雲,,薄幕卷层云,2015-09-16
2441368,cirrocumulus,卷積雲,,卷积云,2015-09-16
2441369,visibility,能見度,,能见度,2015-09-16
2441370,weather,天氣,,天气,2015-09-16
2441371,rain,雨,,雨,2015-09-16
2441372,shower,陣雨,,阵雨,2015-09-16
2441373,drizzle,毛毛雨,,毛毛雨,2015-09-16
2441374,snow,雪,,雪,2015-09-16
2441375,snow shower,陣雪,,阵雪,2015-09-16
2441376,sleet,霙；冰珠,,雨夹雪,2015-09-16
2441377,graupel,霰；軟雹,,霰,2015-09-16
2441378,snow grains,雪粒,,米雪,2015-09-16
2441379,ice pellets,冰珠,,冰粒,2015-09-16
2441380,hail,[冰]雹,,冰雹,2015-09-16
2441381,dew,露,,露,2015-09-16
2441382,frost,霜；凍,,霜,2015-09-16
2441383,glaze,雨淞；明冰,,雨凇,2015-09-16
2441384,rime,霧淞,,雾凇,2015-09-16
2441385,obstruction to vision,視程障礙,,视程障碍,2015-09-16
2441386,fog,霧,,雾,2015-09-16
2441387,mist,靄；輕霧,,轻雾,2015-09-16
2441388,driven snow,吹積雪,,吹雪,2015-09-16
2441389,smoke screen,煙幕,,烟幕,2015-09-16
2441390,haze,霾,,霾,2015-09-16
2441391,dry haze,乾霾,,干霾,2015-09-16
2441392,blowing sand,高吹沙,,扬沙,2015-09-16
2441393,thunderstorm,雷雨 ; 雷暴,,雷暴,2015-09-16
2441394,lightning,閃〔電〕,,闪电,2015-09-16
2441395,aurora,極光,,极光,2015-09-16
2441396,gale,大風,,大风,2015-09-16
2441397,squall,颮,,飑,2015-09-16
2441398,tornado,龍捲〔風〕,,龙卷,2015-09-16
2441399,dust devil,塵捲風,,尘卷风,2015-09-16
2441400,ice needle,冰針,,冰针,2015-09-16
2441401,snow cover,雪蔽[量]；覆雪；雪量；雪深,,积雪,2015-09-16
2441402,freezing,凍結,,结冰,2015-09-16
2441403,atmospheric pressure,[大]氣壓[力],,气压,2015-09-16
2441404,station pressure,測站氣壓,,本站气压,2015-09-16
2441405,sea-level pressure,海平面氣壓,,海平面气压,2015-09-16
2441406,air temperature,氣溫,,[空]气温[度],2015-09-16
2441407,dry-bulb temperature,乾球溫度,,干球温度,2015-09-16
2441408,wet-bulb temperature,濕球温度,,湿球温度,2015-09-16
2441409,humidity,濕度,,[空气]湿度,2015-09-16
2441410,relative humidity,相對濕度,,相对湿度,2015-09-16
2441411,absolute humidity,絕對濕度,,绝对湿度,2015-09-16
2441412,water vapor pressure,水氣壓,,水汽压,2015-09-16
2441413,wind,風,,风,2015-09-16
2441414,wind direction,風向,,风向,2015-09-16
2441415,"wind speed, wind velocity",風速,,风速,2015-09-16
2441416,precipitation,降水,,降水,2015-09-16
2441417,amount of precipitation,降水量,,降水量,2015-09-16
2441418,precipitation intensity,降水強度,,降水强度,2015-09-16
2441419,snow depth,雪深,,雪深,2015-09-16
2441420,snow pressure,雪壓,,雪压,2015-09-16
2441421,evaporation,蒸發,,蒸发,2015-09-16
2441422,potential evaporation,位蒸發,,潜在蒸发 (蒸发力，蒸发率),2015-09-16
2441423,radiation,輻射,,辐射,2015-09-16
2441424,solar radiation,日射,,太阳辐射(短波辐射),2015-09-16
2441425,atmospheric radiation,大氣輻射,,大气辐射(长波辐射),2015-09-16
2441426,terrestrial radiation,地球輻射,,地球辐射,2015-09-16
2441427,sunshine,日照,,日照,2015-09-16
2441428,insolation duration,日照時數,,日照时间,2015-09-16
2441429,sunshine duration,日照延時,,日照时数,2015-09-16
2441430,duration of possible sunshine,日照時數,,可照时数,2015-09-16
2441431,ground temperature,地面溫度,,地温,2015-09-16
2441432,surface temperature,地面溫度；水面溫度,,地面温度,2015-09-16
2441433,leaf temperature,葉溫,,叶温,2015-09-16
2441434,frozen soil,凍土,,冻土,2015-09-16
2441435,state of ground,地面狀況,,地面状态,2015-09-16
2441436,"carbon dioxide, CO2",二氧化碳,,二氧化碳,2015-09-16
2441437,atmospheric sounding,大氣探空,,大气探测,2015-09-16
2441438,atmospheric remote sensing,大氣遙測,,大气遥感,2015-09-16
2441439,active remote sensing,主動[遙測]系統,,主动遥感,2015-09-16
2441440,radar meteorology,雷達氣象[學],,雷达气象学,2015-09-16
2441441,incoherent scatter radar,非相干散射雷達,,非相干雷达（常规雷达）,2015-09-16
2441442,coherent radar,同調雷達,,相干雷达,2015-09-16
2441443,VHF radar,特高頻雷達,,甚高频雷达,2015-09-16
2441444,Doppler radar,都卜勒雷達,,多卜勒天气雷达,2015-09-16
2441445,sodar,聲達,,声[雷]达,2015-09-16
2441446,windfinding radar,測風雷達,,测风雷达,2015-09-16
2441447,sounding rocket,探空火箭,,探空火箭,2015-09-16
2441448,radiosonde balloon,雷送氣球,,探空气球,2015-09-16
2441449,sounding balloon,探空氣球,,探空气球,2015-09-16
2441450,passive system,被動系統,,被动遥感,2015-09-16
2441451,satellite meteorology,衛星氣象[學],,卫星气象学,2015-09-16
2441452,satellite cloud picture,衛星雲圖,,卫星云图,2015-09-16
2441453,infrared cloud picture,紅外雲圖,,红外云图,2015-09-16
2441454,visible cloud picture,可見光雲圖,,可见光云图,2015-09-16
2441455,enhanced cloud picture,強化雲圖,,增强云图,2015-09-16
2441456,cloud top temperature,雲頂溫度,,云顶温度,2015-09-16
2441457,conventional observation,傳統觀測,,常规观测,2015-09-16
2441458,ceiling balloon,雲幕汽球,,云幕[气]球,2015-09-16
2441459,laser ceilometer,雷射雲幕計,,激光测云仪（激光云幕仪）,2015-09-16
2441460,ceiling projector,雲幕燈,,云幕灯,2015-09-16
2441461,mercury barometer,水銀氣壓計,,水银气压表,2015-09-16
2441462,Fortin pattern barometer,福丁氣壓計,,福丁气压表（动槽式气压表）,2015-09-16
2441463,Kew pattern barometer,寇烏氣壓計,,寇乌气压表（定槽式气压表）,2015-09-16
2441464,siphon barometer,虹吸氣壓計,,虹吸气压表,2015-09-16
2441465,barograph,氣壓儀,,气压计,2015-09-16
2441466,instrument shelter,百葉箱,,百叶箱,2015-09-16
2441467,screen,百葉箱；幕；屏；篩選,,百叶箱,2015-09-16
2441468,dry-bulb thermometer,乾球溫度計,,干球温度表,2015-09-16
2441469,wet-bulb thermometer,溼球溫度計,,湿球温度表,2015-09-16
2441470,bimetallic thermograph,雙金屬溫度儀,,双金属片温度计,2015-09-16
2441471,maximum thermometer,最高溫度計,,最高温度表,2015-09-16
2441472,minimum thermometer,最低溫度計,,最低温度表,2015-09-16
2441473,thermograph,溫度儀,,温度计,2015-09-16
2441474,thermometer,溫度計,,温度表,2015-09-16
2441475,hygrometer,溼度計,,湿度表,2015-09-16
2441476,hair hygrometer,毛髮溼度計,,毛发湿度表,2015-09-16
2441477,hygrograph,溼度儀,,湿度计,2015-09-16
2441478,hair hygrograph,毛髮溼度儀,,毛发湿度计,2015-09-16
2441479,aspiration psychrometer,通風乾溼計,,通风干湿表,2015-09-16
2441480,anemometer,風速計,,风速表,2015-09-16
2441481,anemograph,風速儀,,风速计,2015-09-16
2441482,contact anemograph,電接風速計,,电接[式]风速计,2015-09-16
2441483,raingauge,雨量計,,雨量器,2015-09-16
2441484,pluviograph,雨量儀,,雨量计,2015-09-16
2441485,recoding raingauge,自記雨量計,,雨量计,2015-09-16
2441486,tilting bucket raingauge,傾斗雨量計,,翻斗式雨量计,2015-09-16
2441487,siphon rainfall recorder,虹吸雨量儀,,虹吸式雨量计,2015-09-16
2441488,snow scale,雪標,,量雪尺,2015-09-16
2441489,evaporogtaph,蒸發儀,,蒸发计,2015-09-16
2441490,evaporation pan,蒸發皿,,蒸发皿（小型蒸发器）,2015-09-16
2441491,radiation sensor,輻射感應器,,辐射传感器,2015-09-16
2441492,pyranometer,全天空輻射計,,总辐射表,2015-09-16
2441493,pyrheliometer,日射強度計,,直接辐射表,2015-09-16
2441494,Jordan sunshine recorder,約旦日照計,,暗筒式日照计(乔唐日照计),2015-09-16
2441495,Campbell-Stokes sunshine recorder,康司日照計,,聚焦式日照计（坎贝尔-司托克斯日照计）,2015-09-16
2441496,atmospheric physics,大氣物理學,,大气物理学,2015-09-16
2441497,atmospheric optics,大氣光學,,大气光学,2015-09-16
2441498,atmospheric optical mass,大氣光學,,大气光学质量,2015-09-16
2441499,optical thickness,光學厚度,,大气光学厚度,2015-09-16
2441500,atmospheric transparency,大氣透明[度],,[大气]透明度,2015-09-16
2441501,atmospheric turbidity,大氣濁度,,大气浑浊度,2015-09-16
2441502,turbidity factor,濁度因子,,浑浊因子,2015-09-16
2441503,atmospheric refraction,大氣折射,,大气折射,2015-09-16
2441504,scattering,散射,,大气散射,2015-09-16
2441505,atmospheric polarization,大氣極化,,大气偏振,2015-09-16
2441506,atmospheric window,大氣窗,,大气窗[区],2015-09-16
2441507,twilight,曙暮光,,曙暮光,2015-09-16
2441508,twilight colors,曙暮霞,,"霞(朝霞,晚霞)",2015-09-16
2441509,rainbow,虹,,虹,2015-09-16
2441510,dewbow,露虹,,露虹,2015-09-16
2441511,supernumerary rainbow,複虹,,附属虹,2015-09-16
2441512,secondary rainbow,副虹；霓,,霓,2015-09-16
2441513,halo,暈,,晕,2015-09-16
2441514,solar halo,日暈,,日晕,2015-09-16
2441515,lunar halo,月暈,,月晕,2015-09-16
2441516,halo of 22°,二十二度暈,,22度晕,2015-09-16
2441517,halo of 46°,四十六度暈,,46度晕,2015-09-16
2441518,paranthelion,遠幻日,,远幻月,2015-09-16
2441519,paraselenic circle,幻月環,,幻月环,2015-09-16
2441520,parhelic circle,幻日環,,幻日环,2015-09-16
2441521,circumzenithal arc,日戴,,环天顶弧,2015-09-16
2441522,corona,華；日冕；電暈,,华,2015-09-16
2441523,solar corona,日華,,日华,2015-09-16
2441524,lunar corona,月華,,月华,2015-09-16
2441525,glory,光環；反日華；反月華,,宝光[环],2015-09-16
2441526,aurora australis,南極光,,南极光,2015-09-16
2441527,aurora borealis,北極光,,北极光,2015-09-16
2441528,auroral oval,極光橢圓區,,极光卵,2015-09-16
2441529,auroral band,極光帶,,极光带,2015-09-16
2441530,mirage,蜃景,,蜃景(俗称海市蜃楼),2015-09-16
2441531,superior mirage,上蜃景,,上现蜃景,2015-09-16
2441532,sinking,下蜃景,,下现蜃景,2015-09-16
2441533,lateral mirage,側蜃景,,侧现蜃景,2015-09-16
2441534,Fata mirage,複雜蜃景,,复杂蜃景,2015-09-16
2441535,atmospheric electricity,大氣電[學],,大气电学,2015-09-16
2441536,atmospheric electric field,大氣電場,,大气电场,2015-09-16
2441537,fair-weather electric field,晴空電場,,晴天电场,2015-09-16
2441538,atmospheric electric conductivity,大氣電導率,,大气导电率,2015-09-16
2441539,thunder,雷,,雷,2015-09-16
2441540,orographic thunderstorm,地形雷雨,,地形雷暴,2015-09-16
2441541,heat thunderstorm,熱雷雨,,热雷暴,2015-09-16
2441542,thunderstorm day,雷雨日,,雷暴日,2015-09-16
2441543,"lightning rod, lightning conductor",避雷針,,避雷针(避雷带，避雷网),2015-09-16
2441544,point discharge,尖端放電,,尖端放电,2015-09-16
2441545,intracloud discharge,雲內放電,,云内放电,2015-09-16
2441546,cloud-to-cloud discharge,雲際放電,,云际（间）放电,2015-09-16
2441547,cloud-to-ground discharge,雲地放電,,云地放电,2015-09-16
2441548,lightning channel,閃[電]路,,闪电通道,2015-09-16
2441549,leader stroke,導閃擊,,先导闪击,2015-09-16
2441550,return stroke,回閃擊,,回击,2015-09-16
2441551,band lightning,帶狀閃電,,带状闪电,2015-09-16
2441552,sheet lightning,片閃,,片状闪电,2015-09-16
2441553,ball lightning,球狀閃電,,球状闪电,2015-09-16
2441554,forked lightning,叉閃,,叉状闪电,2015-09-16
2441555,streak lightning,條狀閃電,,条状闪电,2015-09-16
2441556,beaded lightning,珠狀閃電,,串珠状闪电,2015-09-16
2441557,beaded lighting,珠狀閃電,,串珠状闪电,2015-09-16
2441558,beaded lighting,珠狀閃電,,串珠状闪电,2015-09-16
2441559,rocket lightning,火箭狀閃電,,火箭状闪电,2015-09-16
2441560,atmospheric acoustics,大氣聲學,,大气声学,2015-09-16
2441561,acoustical scintillation,聲閃爍,,声闪烁,2015-09-16
2441562,acoustic sounding,聲測,,声学探测,2015-09-16
2441563,cloud physics,雲物理學,,云物理学,2015-09-16
2441564,cloud structure,雲結構,,云结构,2015-09-16
2441565,cold cloud,冷雲,,冷云,2015-09-16
2441566,warm cloud,暖雲,,暖云,2015-09-16
2441567,cloud droplet,小雲滴,,云滴,2015-09-16
2441568,cloud droplet-size distribution,雲滴譜,,云滴谱,2015-09-16
2441569,cloud-particle sampler,雲粒取樣器,,云滴采样器,2015-09-16
2441570,supercooled cloud droplet,過冷雲滴,,过冷云滴,2015-09-16
2441571,ice crystal,冰晶,,冰晶,2015-09-16
2441572,"Cloud condensation nuclear , CN",雲凝結核,,云凝结核,2015-09-16
2441573,ice nucleus,冰核,,冰核,2015-09-16
2441574,combustion nucleus,燃燒核,,燃烧核,2015-09-16
2441575,deposition nucleus,昇華核,,凝华核,2015-09-16
2441576,dry growth,乾成長,,干增长,2015-09-16
2441577,wet growth,溼成長,,湿增长,2015-09-16
2441578,collision,碰撞,,碰撞,2015-09-16
2441579,coagulation,撞凍；撞併,,碰冻,2015-09-16
2441580,aggregation,聚合,,聚合,2015-09-16
2441581,coalescence,合併,,并合,2015-09-16
2441582,fog-drop,霧滴,,雾滴,2015-09-16
2441583,radiation fog,輻射霧,,辐射雾,2015-09-16
2441584,advection fog,平流霧,,平流雾,2015-09-16
2441585,evaporation fog,蒸發霧,,蒸发雾,2015-09-16
2441586,frontal fog,鋒[面]霧,,锋面雾,2015-09-16
2441587,precipitation physics,降水物理學,,降水物理学,2015-09-16
2441588,intermittent precipitation,間歇性降水,,间歇性降水,2015-09-16
2441589,convective precipitation,對流降水,,对流性降水,2015-09-16
2441590,orographic precipitation,地形降水,,地形降水,2015-09-16
2441591,precipitation chemistry,降水化學,,降水化学,2015-09-16
2441592,acid precipitation,酸性降水,,酸性降水（酸雨）,2015-09-16
2441593,acid rain,酸雨,,酸性降水（酸雨）,2015-09-16
2441594,acid fog,酸霧,,酸雾,2015-09-16
2441595,acid hail,酸雹,,酸雹,2015-09-16
2441596,acid snow,酸雪,,酸雪,2015-09-16
2441597,acid frost,酸霜,,酸霜,2015-09-16
2441598,acid dew,酸露,,酸露,2015-09-16
2441599,acid deposition,酸性沈降,,酸沉降,2015-09-16
2441600,photochemical reaction,光化作用,,光化学反应,2015-09-16
2441601,weather modification,天氣改造,,人工影响天气,2015-09-16
2441602,cloud modification,雲改造,,云的人工影响,2015-09-16
2441603,cloud seeding,種雲,,播云,2015-09-16
2441604,cloud seeding agent,種雲劑,,播云剂（人工催化剂）,2015-09-16
2441605,dry ice,乾冰,,干冰,2015-09-16
2441606,silver iodide seeding,碘化銀種雲,,碘化银[云]催化,2015-09-16
2441607,salt-seeding,鹽粉種雲,,盐粉播撒,2015-09-16
2441608,artificial precipitation,人造降水,,人工降水,2015-09-16
2441609,hail suppression,抑雹,,防雹,2015-09-16
2441610,frost prevention,防霜,,防霜,2015-09-16
2441611,lightning suppression,閃電抑制,,人工雷电抑制,2015-09-16
2441612,fog dissipation,霧消,,消雾,2015-09-16
2441613,artificial microclimate,人造微氣候,,人工小气候,2015-09-16
2441614,atmospheric chemistry,大氣化學,,大气化学,2015-09-16
2441615,atmospheric photochemistry,大氣光化學,,大气光化学,2015-09-16
2441616,photolysis,光解[作用],,大气光解,2015-09-16
2441617,ozone,臭氧,,臭氧,2015-09-16
2441618,aerosol,氣[懸]膠,,气溶胶,2015-09-16
2441619,aerosol size distribution,氣[懸]膠徑譜,,气溶胶粒子谱,2015-09-16
2441620,sulfate aerosol,硫酸鹽氣膠,,硫酸盐气溶胶,2015-09-16
2441621,nitrate aerosol,硝酸鹽,,硝酸盐气溶胶,2015-09-16
2441622,dry deposition,乾沈降,,干沉降,2015-09-16
2441623,wet deposition,溼沈降,,湿沉降,2015-09-16
2441624,atmospheric radioactivity,大氣放射性,,大气放射性,2015-09-16
2441625,"actinon, An",錒射氣,,锕射气,2015-09-16
2441626,"thoron, Th",釷射氣,,钍射气,2015-09-16
2441627,"radon, Rn",氡,,氡射气,2015-09-16
2441628,ozone hole,臭氧洞,,臭氧洞（臭氧层空洞）,2015-09-16
2441629,atmospheric dynamics,大氣動力學,,大气动力学,2015-09-16
2441630,atmospheric turbulence,大氣亂流,,大气湍流,2015-09-16
2441631,turbulent diffusion,亂流擴散,,湍流扩散,2015-09-16
2441632,atmospheric circulation,大氣環流,,大气环流,2015-09-16
2441633,circulation cell,環流胞,,环流圈,2015-09-16
2441634,meridional circulation,經向環流,,经向环流,2015-09-16
2441635,zonal circulation,緯向環流,,纬向环流,2015-09-16
2441636,monsoon circulation,季風環流,,季风环流,2015-09-16
2441637,Walker Circulation,沃克環流,,沃克环流,2015-09-16
2441638,atmospheric wave,大氣波,,大气波动,2015-09-16
2441639,gravity wave,重力波,,重力波,2015-09-16
2441640,internal gravity wave,內重力波,,重力内波,2015-09-16
2441641,external gravity wave,外重力波,,重力外波,2015-09-16
2441642,inertia-gravity wave,慣性重力波,,惯性重力波,2015-09-16
2441643,"long wave, LW",長波,,长波,2015-09-16
2441644,geostrophic motion,地轉運動,,地转运动,2015-09-16
2441645,geostrophic wind,地轉風,,地转风,2015-09-16
2441646,gradient wind,梯度風,,梯度风,2015-09-16
2441647,thermal wind,熱力風,,热成风,2015-09-16
2441648,atmospheric stability,大氣穩度,,[大气]稳定度,2015-09-16
2441649,atmospheric stratification,大氣成層,,大气层结(热力层结),2015-09-16
2441650,inversion layer,逆溫層,,逆温层,2015-09-16
2441651,adiabatic process,絕熱過程,,绝热过程,2015-09-16
2441652,dry adiabatic process,乾絕熱過程,,干绝热过程,2015-09-16
2441653,moist adiabatic process,溼絕熱過程,,湿绝热过程,2015-09-16
2441654,thermal convection,熱對流,,热对流,2015-09-16
2441655,diabatic process,非絕熱過程,,非绝热过程,2015-09-16
2441656,synoptic meteorology,天氣學,,天气学,2015-09-16
2441657,synoptic chart,綜觀圖,,天气图,2015-09-16
2441658,surface chart,地面[天氣]圖,,地面天气图,2015-09-16
2441659,upper air chart,高空圖,,高空天气图,2015-09-16
2441660,synoptic analysis,綜觀分析,,天气分析,2015-09-16
2441661,weather map analysis,天氣圖[分析],,天气图分析,2015-09-16
2441662,diagnostic analysis,診斷[分析],,诊断分析,2015-09-16
2441663,objective analysis,客觀分析,,客观分析,2015-09-16
2441664,synoptic situation,綜觀形勢,,天气形式,2015-09-16
2441665,synoptic type,綜觀類型,,天气型,2015-09-16
2441666,synoptic system,綜觀系統,,天气系统,2015-09-16
2441667,planetary scale system,行星尺度系統,,行星尺度系统,2015-09-16
2441668,mesoscale convective system,中尺度對流系統,,中尺度系统,2015-09-16
2441669,microscale,微尺度,,小尺度系统,2015-09-16
2441670,ridge,脊,,高压脊,2015-09-16
2441671,shear line,風切線；切變線,,切变线,2015-09-16
2441672,trough,[低壓]槽,,低压槽,2015-09-16
2441673,cyclonic circulation,氣旋式環流,,气旋环流,2015-09-16
2441674,anticyclonic circulation,反旋式環流,,反气旋环流,2015-09-16
2441675,subtropical anticyclone,副熱帶反氣旋,,副热带高压（副热带反气旋）,2015-09-16
2441676,subtropical high,副熱帶高壓,,副热带高压（副热带反气旋）,2015-09-16
2441677,cold low,冷低壓,,冷低压,2015-09-16
2441678,cold high,冷高壓,,冷高压,2015-09-16
2441679,warm low,暖低壓,,暖低压,2015-09-16
2441680,warm high,暖高壓,,暖高压,2015-09-16
2441681,polar vortex,極地渦旋,,极涡,2015-09-16
2441682,front,鋒[面],,锋,2015-09-16
2441683,frontal surface,鋒面,,锋面,2015-09-16
2441684,cold front,冷鋒,,冷锋,2015-09-16
2441685,warm front,暖鋒,,暖锋,2015-09-16
2441686,occluded front,囚錮鋒,,锢囚锋,2015-09-16
2441687,air mass,氣團；大氣光程,,气团,2015-09-16
2441688,warm air mass,暖氣團,,暖气团,2015-09-16
2441689,cold air mass,冷氣團,,冷气团,2015-09-16
2441690,continental air mass,大陸氣團,,大陆气团,2015-09-16
2441691,maritime air,海洋氣團,,海洋气团,2015-09-16
2441692,cyclone,氣旋,,气旋,2015-09-16
2441693,frontal cyclone,鋒[面]氣旋,,锋面气旋,2015-09-16
2441694,thermal low,熱低壓,,热低压,2015-09-16
2441695,cut-off low,割離低壓,,切断低压,2015-09-16
2441696,cyclogenesis,旋生,,气旋生成,2015-09-16
2441697,cyclolysis,旋消,,气旋消散,2015-09-16
2441698,cold wave,寒潮,,寒潮,2015-09-16
2441699,Meiyu,梅雨,,梅雨,2015-09-16
2441700,plum rain,梅雨,,梅雨,2015-09-16
2441701,weather forecast,天氣預報,,天气预报,2015-09-16
2441702,single-station forecast,單站預報,,单站[=天气]预报,2015-09-16
2441703,synoptic forecast,綜觀預報,,天气图预报,2015-09-16
2441704,subjective forecast,主觀預報,,经验预报,2015-09-16
2441705,statistical forecast,統計預報,,统计预报,2015-09-16
2441706,physical forecasting,物理預報,,物理分析预报,2015-09-16
2441707,"numerical weather prediction ,NWP",數值天氣預報,,数值天气预报（数值预报）,2015-09-16
2441708,initial field,初始場,,初始场,2015-09-16
2441709,initial condition,初始條件,,初始条件,2015-09-16
2441710,data assimilation,資料同化,,资料同化,2015-09-16
2441711,probability forecast,機率預報,,概率预报,2015-09-16
2441712,forecast period,預報期,,预报期,2015-09-16
2441713,nowcast,即時預報,,临近预报(旧称现时预报、现场预报、即时预报、短时预报),2015-09-16
2441714,very short- range forecast,極短期預報,,甚短期[天气]预报,2015-09-16
2441715,short-term [weather] forecasts,短期[天氣]預報,,短期[天气]预报,2015-09-16
2441716,medium-range [weather] forecast,中期預報,,中期[天气]预报,2015-09-16
2441717,long- range [weather] forecasts,長期預報,,长期[天气]预报,2015-09-16
2441718,extra long-range [weather] forecast,超長期預報,,超长期[天气]预报,2015-09-16
2441719,weather service,氣象服務,,天气预报服务,2015-09-16
2441720,forecast accuracy,預報準確率,,预报准确率,2015-09-16
2441721,climatology,氣候學,,气候学,2015-09-16
2441722,climate,氣候,,气候,2015-09-16
2441723,climatic element,氣候要素,,气候要素,2015-09-16
2441724,climatological standard normals,標準氣候平均值,,气候标准平均值（简称气候平均值）,2015-09-16
2441725,macroclimate,大氣候,,大气候,2015-09-16
2441726,microclimate,微氣候,,小气候,2015-09-16
2441727,mesoclimate,中氣候,,中气候,2015-09-16
2441728,Climate classification,氣候分類[法],,气候分类,2015-09-16
2441729,climatic region,氣候區,,气候区,2015-09-16
2441730,climatic belt,氣候帶,,气候带,2015-09-16
2441731,climatic zone,氣候帶,,气候带,2015-09-16
2441732,climatic type,氣候型,,气候型,2015-09-16
